# RDF for density=0.9gcm3, timestep 150
# r	g(r)
0.055431 0.000000
0.166292 0.000000
0.277154 0.000000
0.388016 0.000000
0.498877 0.000000
0.609739 0.000000
0.720600 0.000000
0.831462 0.000000
0.942324 0.000000
1.053185 0.000000
1.164047 0.070639
1.274908 1.359507
1.385770 7.777232
1.496632 8.794788
1.607493 3.044662
1.718355 0.664801
1.829216 0.114475
1.940078 0.036043
2.050940 0.030356
2.161801 0.397889
2.272663 1.650244
2.383524 3.334295
2.494386 4.110498
2.605247 3.351310
2.716109 2.374722
2.826971 1.739735
2.937832 1.388056
3.048694 0.953193
3.159555 0.626035
3.270417 0.483569
3.381279 0.439120
3.492140 0.623089
3.603002 1.136860
3.713863 1.641754
3.824725 1.656545
3.935587 1.432616
4.046448 1.149968
4.157310 1.128711
4.268171 1.206673
4.379033 1.212116
4.489895 1.061931
4.600757 0.981964
4.711618 1.048479
4.822480 1.226668
4.933341 1.362057
5.044203 1.415779
5.155065 1.360954
5.265926 1.164067
5.376788 0.955867
5.487649 0.872317
5.598511 0.847023
5.709373 0.886691
5.820234 0.896115
5.931096 0.924423
6.041957 1.003644
6.152819 1.045602
6.263680 1.147876
6.374542 1.235987
6.485404 1.234698
6.596265 1.196849
6.707127 1.119290
6.817988 0.995094
6.928850 0.980968
7.039711 0.960135
7.150573 0.978523
7.261435 1.044248
7.372296 1.071968
7.483158 1.061970
7.594019 1.059838
7.704881 1.025931
7.815742 1.003438
7.926604 0.966924
8.037466 0.974790
8.148327 0.962746
8.259190 0.944449
8.370050 0.964828
8.480913 1.026223
8.591774 1.085669
8.702635 1.088429
8.813498 1.100573
8.924358 1.103366
9.035221 1.058468
9.146082 1.008162
9.256943 0.985919
9.367805 0.971003
9.478666 0.955881
9.589529 0.958127
9.700390 0.981568
9.811252 0.993848
9.922113 1.016431
10.032974 1.017569
10.143837 1.004600
10.254698 0.970395
10.365560 0.982968
10.476421 0.977394
10.587282 0.994061
10.698145 0.983678
10.809006 0.998857
10.919868 1.013768
11.030729 1.017755
11.141590 1.012201
11.252453 1.025639
11.363314 1.006158
11.474175 0.984334
11.585037 0.982941
11.695898 0.974141
11.806761 0.972428
11.917622 0.953350
12.028484 0.971059
12.139345 0.975022
12.250206 0.975108
12.361069 0.996980
12.471930 0.985802
12.582792 0.995480
12.693653 0.991504
12.804514 0.991731
12.915377 0.973055
13.026237 0.988364
13.137100 0.982346
13.247961 0.980934
13.358823 0.985042
13.469685 0.981772
13.580545 0.979100
13.691408 0.989368
13.802269 0.985354
13.913131 0.979124
14.023993 0.966660
14.134853 0.960704
14.245716 0.969960
14.356577 0.973707
14.467439 0.972958
14.578300 0.971020
14.689161 0.977059
14.800024 0.981827
14.910885 0.989973
15.021747 0.992260
15.132608 0.985157
15.243469 0.978524
15.354332 0.985948
15.465193 0.989966
15.576056 0.981976
15.686916 0.974285
15.797777 0.973415
15.908640 0.978027
16.019501 0.984464
16.130363 0.988843
16.241224 0.980617
16.352085 0.992822
16.462948 0.979834
16.573811 0.978001
16.684669 0.985290
16.795532 0.982104
16.906395 0.988886
17.017256 0.989201
17.128117 0.992072
17.238979 0.992728
17.349840 1.001417
17.460701 0.999100
17.571564 0.999875
17.682426 0.993861
17.793285 0.995579
17.904148 0.998534
18.015011 0.991718
18.125872 0.999593
18.236732 1.000940
18.347595 0.998435
18.458456 1.001595
18.569317 1.007702
18.680180 0.996902
18.791042 1.008547
18.901901 0.999323
19.012764 1.003768
19.123627 1.003675
19.234488 0.993259
19.345348 1.011513
19.456211 1.006053
19.567074 1.014674
19.677933 1.008838
19.788795 1.001801
19.899658 1.014129
20.010519 1.004076
20.121380 0.997959
20.232243 1.005868
20.343103 0.998185
20.453964 1.005920
20.564827 1.000204
20.675690 1.001454
20.786549 0.998836
20.897411 1.001760
21.008274 0.995790
21.119135 1.003811
21.229996 0.995303
21.340858 1.005283
21.451719 0.998550
21.562580 0.994744
21.673443 0.998202
21.784306 0.996955
21.895164 0.996169
22.006027 1.002554
22.116890 1.004548
