# RDF for density=0.9gcm3, timestep 765
# r	g(r)
0.055431 0.000000
0.166292 0.000000
0.277154 0.000000
0.388016 0.000000
0.498877 0.000000
0.609739 0.000000
0.720600 0.000000
0.831462 0.000000
0.942324 0.000000
1.053185 0.000000
1.164047 0.041206
1.274908 1.644169
1.385770 8.209301
1.496632 8.524070
1.607493 3.019959
1.718355 0.521572
1.829216 0.121630
1.940078 0.029683
2.050940 0.020870
2.161801 0.350074
2.272663 1.603889
2.383524 3.391189
2.494386 4.436953
2.605247 3.586489
2.716109 2.347675
2.826971 1.805649
2.937832 1.380658
3.048694 0.941171
3.159555 0.503706
3.270417 0.311186
3.381279 0.284834
3.492140 0.515750
3.603002 1.072300
3.713863 1.667217
3.824725 1.772765
3.935587 1.458898
4.046448 1.187992
4.157310 1.216458
4.268171 1.367037
4.379033 1.264563
4.489895 1.071434
4.600757 0.873360
4.711618 0.944926
4.822480 1.265795
4.933341 1.493244
5.044203 1.647611
5.155065 1.514741
5.265926 1.222788
5.376788 0.998939
5.487649 0.838124
5.598511 0.831488
5.709373 0.835512
5.820234 0.872552
5.931096 0.883580
6.041957 0.983309
6.152819 1.121508
6.263680 1.253060
6.374542 1.385673
6.485404 1.421061
6.596265 1.321047
6.707127 1.204993
6.817988 1.022740
6.928850 0.910305
7.039711 0.931465
7.150573 0.979147
7.261435 1.067259
7.372296 1.130127
7.483158 1.165601
7.594019 1.124339
7.704881 1.080656
7.815742 1.029964
7.926604 0.973784
8.037466 0.958851
8.148327 0.916941
8.259190 0.915546
8.370050 0.985679
8.480913 1.049861
8.591774 1.147846
8.702635 1.208791
8.813498 1.215152
8.924358 1.164553
9.035221 1.111123
9.146082 1.043660
9.256943 0.982566
9.367805 0.954175
9.478666 0.955792
9.589529 0.954221
9.700390 0.983604
9.811252 1.031579
9.922113 1.064836
10.032974 1.062294
10.143837 1.065574
10.254698 1.025428
10.365560 0.991140
10.476421 0.988521
10.587282 0.979391
10.698145 1.028524
10.809006 1.036297
10.919868 1.045097
11.030729 1.060987
11.141590 1.070910
11.252453 1.066869
11.363314 1.044392
11.474175 1.035749
11.585037 1.000635
11.695898 0.965504
11.806761 0.961204
11.917622 0.967344
12.028484 0.977514
12.139345 0.994089
12.250206 1.002342
12.361069 1.019966
12.471930 1.038864
12.582792 1.027293
12.693653 1.024349
12.804514 1.016950
12.915377 1.018850
13.026237 1.014802
13.137100 1.005380
13.247961 1.010679
13.358823 1.011790
13.469685 1.006542
13.580545 1.003683
13.691408 1.044001
13.802269 1.026292
13.913131 1.000319
14.023993 0.990484
14.134853 0.988271
14.245716 0.988486
14.356577 0.978006
14.467439 0.978984
14.578300 0.992992
14.689161 0.999329
14.800024 1.022096
14.910885 1.023255
15.021747 1.030340
15.132608 1.022611
15.243469 1.007982
15.354332 1.002048
15.465193 1.001714
15.576056 0.986253
15.686916 0.988331
15.797777 0.990126
15.908640 0.990091
16.019501 0.995459
16.130363 0.995485
16.241224 0.997836
16.352085 0.993239
16.462948 0.982396
16.573811 0.987169
16.684669 0.977275
16.795532 0.976996
16.906395 0.987923
17.017256 0.999124
17.128117 1.008357
17.238979 1.012994
17.349840 1.007145
17.460701 1.017742
17.571564 1.000081
17.682426 1.000052
17.793285 1.001592
17.904148 0.987702
18.015011 0.985287
18.125872 0.978444
18.236732 0.978354
18.347595 0.983757
18.458456 0.989612
18.569317 0.987574
18.680180 0.996902
18.791042 0.994441
18.901901 0.991001
19.012764 0.994151
19.123627 0.998545
19.234488 0.988404
19.345348 1.003919
19.456211 0.995056
19.567074 1.003885
19.677933 0.999253
19.788795 0.997633
19.899658 1.000855
20.010519 0.996362
20.121380 0.988268
20.232243 0.991448
20.343103 0.986901
20.453964 0.985094
20.564827 0.976771
20.675690 0.987225
20.786549 0.992776
20.897411 0.993132
21.008274 0.989893
21.119135 0.996169
21.229996 0.992930
21.340858 0.994328
21.451719 0.997423
21.562580 0.992426
21.673443 0.996315
21.784306 0.986879
21.895164 0.985471
22.006027 0.993810
22.116890 0.987740
