# RDF for density=1.5gcm3, timestep 790
# r	g(r)
0.046713 0.000000
0.140139 0.000000
0.233565 0.000000
0.326991 0.000000
0.420417 0.000000
0.513843 0.000000
0.607269 0.000000
0.700695 0.000000
0.794121 0.000000
0.887547 0.000000
0.980973 0.000000
1.074399 0.000000
1.167825 0.012495
1.261251 0.539228
1.354677 3.652883
1.448103 6.193329
1.541529 3.940200
1.634955 1.158415
1.728381 0.233947
1.821807 0.039375
1.915233 0.007745
2.008659 0.002817
2.102085 0.027005
2.195511 0.368982
2.288937 0.997832
2.382363 2.044474
2.475789 2.740450
2.569215 2.500031
2.662642 1.672822
2.756067 1.232168
2.849494 1.017625
2.942919 0.879243
3.036345 0.573866
3.129771 0.373616
3.223197 0.215521
3.316623 0.164804
3.410049 0.167138
3.503475 0.330112
3.596901 0.591676
3.690328 0.963120
3.783753 1.205918
3.877180 1.175723
3.970606 0.918465
4.064032 0.809287
4.157457 0.842368
4.250884 1.006404
4.344310 1.030730
4.437736 0.964131
4.531161 0.828455
4.624588 0.770612
4.718014 0.828218
4.811440 1.002338
4.904865 1.170975
4.998292 1.327566
5.091718 1.376850
5.185143 1.313936
5.278570 1.164025
5.371996 1.017149
5.465422 0.936255
5.558847 0.900998
5.652274 0.936394
5.745700 0.962134
5.839126 0.960100
5.932551 0.925895
6.025978 1.004615
6.119404 1.054160
6.212830 1.111547
6.306256 1.185039
6.399682 1.281472
6.493108 1.267919
6.586534 1.266649
6.679960 1.179258
6.773386 1.093926
6.866812 0.974214
6.960238 0.906820
7.053664 0.923620
7.147090 0.940359
7.240516 0.969906
7.333942 1.009599
7.427368 1.050182
7.520794 1.068170
7.614220 1.047306
7.707646 1.004092
7.801072 0.976727
7.894498 0.945362
7.987924 0.920606
8.081350 0.875868
8.174776 0.853501
8.268202 0.835981
8.361628 0.861537
8.455054 0.905254
8.548480 0.960625
8.641906 1.018804
8.735332 1.061023
8.828758 1.079452
8.922184 1.078170
9.015610 1.047887
9.109036 1.006583
9.202462 0.953026
9.295888 0.933049
9.389315 0.929453
9.482740 0.901505
9.576166 0.919203
9.669592 0.943223
9.763018 0.960247
9.856444 0.993211
9.949870 1.028122
10.043297 1.066878
10.136723 1.051326
10.230148 1.027757
10.323574 1.004386
10.417000 1.002469
10.510427 0.988129
10.603852 1.004611
10.697278 1.007403
10.790705 1.026920
10.884130 1.044832
10.977556 1.052731
11.070982 1.059187
11.164409 1.054035
11.257834 1.079753
11.351260 1.075155
11.444687 1.077016
11.538113 1.032993
11.631538 1.009513
11.724964 1.000002
11.818390 0.976938
11.911817 0.969295
12.005242 0.961207
12.098669 0.988553
12.192095 0.984869
12.285521 0.992815
12.378946 1.006930
12.472372 1.014431
12.565799 1.015463
12.659225 1.001211
12.752650 1.007769
12.846077 1.004297
12.939503 0.992435
13.032928 0.965563
13.126354 0.984341
13.219781 0.974864
13.313207 0.972516
13.406632 0.966871
13.500059 0.972153
13.593485 0.981700
13.686911 0.994842
13.780336 0.998816
13.873762 0.995701
13.967189 0.987114
14.060615 0.972310
14.154041 0.972634
14.247467 0.959147
14.340893 0.960142
14.434319 0.968108
14.527744 0.976905
14.621171 0.978346
14.714597 0.990243
14.808022 1.007020
14.901449 1.008523
14.994875 1.036315
15.088301 1.034027
15.181726 1.034087
15.275153 1.030427
15.368579 1.029175
15.462005 1.010953
15.555431 1.011542
15.648857 1.005960
15.742283 1.002898
15.835709 1.000594
15.929134 1.000920
16.022562 1.004379
16.115988 1.009693
16.209414 1.022591
16.302839 1.019871
16.396265 1.016038
16.489691 1.009406
16.583117 1.010585
16.676542 1.005512
16.769970 0.991391
16.863396 1.000092
16.956821 0.991974
17.050247 0.998740
17.143673 1.003036
17.237099 1.006191
17.330524 1.005982
17.423950 1.010525
17.517378 1.017000
17.610804 1.000209
17.704229 0.992543
17.797655 1.000106
17.891081 0.975146
17.984507 0.989387
18.077934 0.983541
18.171360 0.979445
18.264786 0.970333
18.358212 0.970966
18.451637 0.978501
18.545063 0.982077
18.638489 0.985865
