# RDF for density=2.0gcm3, timestep 574
# r	g(r)
0.042419 0.000000
0.127256 0.000000
0.212094 0.000000
0.296931 0.000000
0.381768 0.000000
0.466606 0.000000
0.551443 0.000000
0.636281 0.000000
0.721118 0.000000
0.805956 0.000000
0.890793 0.000000
0.975631 0.000000
1.060468 0.000000
1.145306 0.000000
1.230143 0.151933
1.314980 1.538626
1.399818 4.198025
1.484655 4.232393
1.569493 2.032727
1.654330 0.677324
1.739168 0.166017
1.824005 0.049372
1.908842 0.006440
1.993680 0.005904
2.078517 0.011950
2.163355 0.163462
2.248192 0.640722
2.333030 1.249450
2.417867 1.752602
2.502705 1.930296
2.587542 1.673315
2.672379 1.284196
2.757217 0.931648
2.842054 0.812362
2.926892 0.740751
3.011729 0.578005
3.096567 0.458170
3.181404 0.403455
3.266242 0.395528
3.351079 0.437199
3.435916 0.529983
3.520754 0.667952
3.605591 0.954613
3.690429 1.203485
3.775266 1.343979
3.860104 1.296579
3.944941 1.212458
4.029778 1.146626
4.114616 1.136708
4.199453 1.157252
4.284291 1.237692
4.369128 1.193290
4.453966 1.160570
4.538803 1.066325
4.623641 1.041385
4.708478 1.063903
4.793316 1.114628
4.878153 1.185473
4.962991 1.234476
5.047828 1.287646
5.132666 1.212293
5.217503 1.148016
5.302341 1.023758
5.387177 0.938233
5.472015 0.892278
5.556852 0.844872
5.641690 0.846937
5.726527 0.847796
5.811365 0.860332
5.896202 0.872340
5.981040 0.861811
6.065877 0.892598
6.150715 0.925842
6.235552 0.960335
6.320390 1.000294
6.405227 1.005719
6.490065 1.040555
6.574902 1.027069
6.659739 0.981173
6.744576 0.960051
6.829414 0.897799
6.914251 0.876887
6.999089 0.889963
7.083926 0.910309
7.168764 0.934556
7.253601 0.993207
7.338439 1.013954
7.423276 1.045429
7.508114 1.054492
7.592951 1.049788
7.677789 1.072180
7.762626 1.074272
7.847464 1.052690
7.932301 1.047453
8.017138 1.018575
8.101976 1.019515
8.186813 1.007159
8.271650 1.007581
8.356488 1.013254
8.441326 1.027036
8.526163 1.057527
8.611000 1.082614
8.695838 1.082957
8.780676 1.104371
8.865513 1.079286
8.950350 1.072799
9.035188 1.050171
9.120026 1.013500
9.204863 0.979791
9.289700 0.970614
9.374537 0.939569
9.459375 0.940617
9.544212 0.937225
9.629049 0.951044
9.713887 0.943768
9.798725 0.956479
9.883562 0.983143
9.968399 0.970298
10.053237 0.974064
10.138075 0.969598
10.222912 0.965355
10.307749 0.953272
10.392587 0.951388
10.477425 0.948389
10.562262 0.951658
10.647099 0.972646
10.731936 0.966837
10.816774 0.999820
10.901611 1.002761
10.986449 1.003331
11.071287 1.012319
11.156124 1.024562
11.240961 1.038603
11.325799 1.043236
11.410637 1.038197
11.495474 1.040748
11.580311 1.025334
11.665149 1.012126
11.749987 1.016110
11.834824 1.006974
11.919661 1.018482
12.004498 1.010630
12.089336 1.006052
12.174173 1.023508
12.259010 1.025778
12.343848 1.008569
12.428686 1.028286
12.513523 1.015935
12.598360 1.022190
12.683198 1.014350
12.768036 1.007609
12.852873 0.997998
12.937710 0.999640
13.022548 0.994749
13.107386 0.989474
13.192223 0.989037
13.277060 0.984902
13.361897 0.981512
13.446735 0.993326
13.531572 0.991691
13.616409 0.990876
13.701247 0.986966
13.786085 0.990039
13.870922 0.976416
13.955759 0.989339
14.040597 0.975899
14.125435 0.975894
14.210272 0.971658
14.295109 0.975741
14.379947 0.980749
14.464785 0.980447
14.549622 0.986851
14.634459 0.985269
14.719296 0.998124
14.804134 1.000370
14.888971 1.010890
14.973808 1.006070
15.058646 1.012825
15.143484 1.020435
15.228321 1.020199
15.313158 1.018198
15.397996 1.016286
15.482834 1.009206
15.567671 1.022031
15.652508 1.010155
15.737346 1.011311
15.822184 1.008673
15.907021 1.013308
15.991858 1.008970
16.076694 1.009582
16.161533 1.008826
16.246370 1.013906
16.331207 1.005656
16.416046 1.005490
16.500883 1.003369
16.585720 1.001341
16.670559 0.991432
16.755394 0.990668
16.840233 0.990615
16.925072 0.990593
