# RDF for density=1.1gcm3, timestep 409
# r	g(r)
0.051828 0.000000
0.155484 0.000000
0.259141 0.000000
0.362797 0.000000
0.466453 0.000000
0.570109 0.000000
0.673766 0.000000
0.777422 0.000000
0.881078 0.000000
0.984735 0.000000
1.088391 0.000000
1.192047 0.039300
1.295703 1.917019
1.399359 7.284165
1.503016 7.043902
1.606672 2.328982
1.710328 0.553814
1.813985 0.110353
1.917641 0.024687
2.021297 0.011965
2.124953 0.108263
2.228610 0.828204
2.332266 2.038877
2.435922 3.349737
2.539578 3.440342
2.643235 2.597050
2.746891 1.749426
2.850547 1.391590
2.954203 1.061174
3.057860 0.740227
3.161516 0.450012
3.265172 0.326904
3.368829 0.263402
3.472485 0.418208
3.576141 0.784811
3.679797 1.258065
3.783453 1.557989
3.887110 1.376156
3.990766 1.077546
4.094422 1.032431
4.198079 1.081558
4.301735 1.139523
4.405391 1.091571
4.509048 0.913134
4.612703 0.859426
4.716360 0.889263
4.820016 1.104570
4.923673 1.331980
5.027328 1.442886
5.130985 1.415157
5.234641 1.232726
5.338298 1.060318
5.441954 0.934930
5.545610 0.900761
5.649266 0.886175
5.752923 0.923545
5.856579 0.967303
5.960235 0.967378
6.063891 1.076484
6.167547 1.161799
6.271204 1.241107
6.374860 1.347169
6.478517 1.370640
6.582172 1.322655
6.685829 1.241646
6.789485 1.123712
6.893142 1.024609
6.996798 0.996331
7.100454 1.000428
7.204110 1.038735
7.307767 1.139879
7.411423 1.159463
7.515079 1.158627
7.618735 1.142230
7.722391 1.092681
7.826048 1.057767
7.929704 1.024743
8.033360 0.987857
8.137016 0.955791
8.240673 0.955132
8.344330 0.988939
8.447985 1.012682
8.551641 1.092670
8.655298 1.151088
8.758954 1.165605
8.862610 1.154475
8.966267 1.122798
9.069923 1.073174
9.173579 1.016182
9.277235 0.984440
9.380892 0.958431
9.484549 0.957095
9.588204 0.961045
9.691860 0.992287
9.795517 1.021766
9.899174 1.036055
10.002829 1.039895
10.106485 1.045201
10.210142 1.013775
10.313798 0.992244
10.417454 0.995908
10.521111 0.995614
10.624767 0.992134
10.728423 1.008730
10.832079 1.021610
10.935736 1.046778
11.039392 1.049686
11.143048 1.068464
11.246704 1.065767
11.350361 1.062567
11.454018 1.030650
11.557673 1.016902
11.661329 0.984874
11.764986 0.974060
11.868642 0.973083
11.972298 0.979900
12.075954 0.966540
12.179611 0.999562
12.283267 1.007710
12.386923 1.035579
12.490580 1.018589
12.594236 1.040390
12.697892 1.006784
12.801548 1.006432
12.905205 1.004287
13.008862 0.992541
13.112517 1.001973
13.216173 0.998960
13.319830 0.999223
13.423486 1.002874
13.527142 0.995244
13.630798 1.018428
13.734455 1.008789
13.838111 0.995545
13.941767 0.982567
14.045424 0.970308
14.149080 0.973454
14.252736 0.960303
14.356392 0.963641
14.460049 0.971949
14.563705 0.980779
14.667361 1.000433
14.771017 0.998660
14.874674 1.009027
14.978331 0.999044
15.081985 0.999332
15.185642 1.003203
15.289299 0.988729
15.392955 0.986314
15.496611 0.980470
15.600267 0.988440
15.703924 0.988330
15.807580 0.994723
15.911236 0.988431
16.014893 0.996993
16.118549 0.984723
16.222206 0.986981
16.325861 0.987947
16.429518 0.985475
16.533175 0.979535
16.636829 0.978638
16.740486 0.983969
16.844143 0.983846
16.947800 0.982632
17.051455 0.992262
17.155111 1.003323
17.258768 0.992034
17.362423 0.998913
17.466080 0.995645
17.569736 0.994854
17.673393 0.991123
17.777050 0.982173
17.880705 0.987406
17.984362 0.981189
18.088018 0.979318
18.191673 0.975340
18.295330 0.977820
18.398987 0.988126
18.502644 0.995671
18.606298 0.988972
18.709955 0.986046
18.813612 0.987933
18.917267 0.985085
19.020924 0.977812
19.124580 0.986185
19.228237 0.988413
19.331894 0.986941
19.435549 0.991176
19.539206 0.990725
19.642862 0.995791
19.746517 0.997385
19.850174 0.992999
19.953831 0.987478
20.057487 0.996069
20.161142 0.979792
20.264799 0.979366
20.368456 0.982320
20.472111 0.982630
20.575768 0.986269
20.679424 0.986825
