# RDF for density=2.0gcm3, timestep 913
# r	g(r)
0.042419 0.000000
0.127256 0.000000
0.212094 0.000000
0.296931 0.000000
0.381768 0.000000
0.466606 0.000000
0.551443 0.000000
0.636281 0.000000
0.721118 0.000000
0.805956 0.000000
0.890793 0.000000
0.975631 0.000000
1.060468 0.000000
1.145306 0.000000
1.230143 0.195342
1.314980 1.579330
1.399818 4.138156
1.484655 4.304778
1.569493 2.089880
1.654330 0.586443
1.739168 0.150502
1.824005 0.031034
1.908842 0.006440
1.993680 0.004723
2.078517 0.014123
2.163355 0.156442
2.248192 0.601722
2.333030 1.204611
2.417867 1.765448
2.502705 2.032206
2.587542 1.703459
2.672379 1.228990
2.757217 0.979188
2.842054 0.797253
2.926892 0.705685
3.011729 0.596116
3.096567 0.490967
3.181404 0.400672
3.266242 0.390249
3.351079 0.433019
3.435916 0.514080
3.520754 0.693322
3.605591 0.935839
3.690429 1.207965
3.775266 1.338051
3.860104 1.332175
3.944941 1.243826
4.029778 1.142580
4.114616 1.134767
4.199453 1.135960
4.284291 1.230020
4.369128 1.229436
4.453966 1.142588
4.538803 1.069059
4.623641 1.015696
4.708478 1.031086
4.793316 1.099715
4.878153 1.209537
4.962991 1.236572
5.047828 1.308646
5.132666 1.209264
5.217503 1.172329
5.302341 1.040954
5.387177 0.942600
5.472015 0.889927
5.556852 0.856577
5.641690 0.847821
5.726527 0.857386
5.811365 0.838789
5.896202 0.851008
5.981040 0.840161
6.065877 0.869636
6.150715 0.896436
6.235552 0.949832
6.320390 1.015099
6.405227 1.031289
6.490065 1.059444
6.574902 1.051174
6.659739 1.023506
6.744576 0.975941
6.829414 0.906253
6.914251 0.879244
6.999089 0.881435
7.083926 0.893005
7.168764 0.934830
7.253601 0.989996
7.338439 1.032258
7.423276 1.048921
7.508114 1.096792
7.592951 1.091881
7.677789 1.080223
7.762626 1.036375
7.847464 1.056540
7.932301 1.024327
8.017138 1.014814
8.101976 1.003104
8.186813 0.990841
8.271650 0.987755
8.356488 0.998802
8.441326 1.012214
8.526163 1.056881
8.611000 1.067801
8.695838 1.103317
8.780676 1.108694
8.865513 1.088841
8.950350 1.087741
9.035188 1.061269
9.120026 1.015644
9.204863 0.989375
9.289700 0.954732
9.374537 0.950946
9.459375 0.910664
9.544212 0.935627
9.629049 0.933123
9.713887 0.938943
9.798725 0.945479
9.883562 0.977714
9.968399 0.969944
10.053237 0.985791
10.138075 0.977727
10.222912 0.973933
10.307749 0.944834
10.392587 0.956864
10.477425 0.956085
10.562262 0.951573
10.647099 0.968464
10.731936 0.970464
10.816774 1.007602
10.901611 0.998002
10.986449 1.012450
11.071287 1.028135
11.156124 1.044136
11.240961 1.054502
11.325799 1.046749
11.410637 1.053014
11.495474 1.038190
11.580311 1.039614
11.665149 1.007159
11.749987 1.011843
11.834824 1.005080
11.919661 0.994992
12.004498 0.996787
12.089336 1.006952
12.174173 1.007862
12.259010 1.020781
12.343848 1.023787
12.428686 1.028226
12.513523 1.017524
12.598360 1.014767
12.683198 1.000664
12.768036 1.008833
12.852873 0.997757
12.937710 0.994522
13.022548 0.993739
13.107386 0.983873
13.192223 0.981566
13.277060 0.976728
13.361897 0.981815
13.446735 0.978697
13.531572 0.982949
13.616409 0.981078
13.701247 0.996031
13.786085 0.982790
13.870922 0.989480
13.955759 0.975156
14.040597 0.978423
14.125435 0.976012
14.210272 0.976052
14.295109 0.972410
14.379947 0.973905
14.464785 0.982208
14.549622 0.987926
14.634459 0.994551
14.719296 1.004494
14.804134 1.017354
14.888971 1.022938
14.973808 1.028994
15.058646 1.029240
15.143484 1.039634
15.228321 1.021788
15.313158 1.025684
15.397996 1.019345
15.482834 1.020779
15.567671 1.013276
15.652508 1.013431
15.737346 1.007852
15.822184 1.003132
15.907021 1.006119
15.991858 1.010907
16.076694 1.014194
16.161533 1.010893
16.246370 1.006633
16.331207 1.007372
16.416046 1.000186
16.500883 0.991422
16.585720 0.991504
16.670559 0.986162
16.755394 0.982860
16.840233 0.966086
16.925072 0.981106
