# RDF for density=1.5gcm3, timestep 961
# r	g(r)
0.046713 0.000000
0.140139 0.000000
0.233565 0.000000
0.326991 0.000000
0.420417 0.000000
0.513843 0.000000
0.607269 0.000000
0.700695 0.000000
0.794121 0.000000
0.887547 0.000000
0.980973 0.000000
1.074399 0.000000
1.167825 0.012495
1.261251 0.599935
1.354677 4.114136
1.448103 5.935951
1.541529 3.782401
1.634955 1.169043
1.728381 0.226339
1.821807 0.041087
1.915233 0.009294
2.008659 0.005633
2.102085 0.028291
2.195511 0.374876
2.288937 1.165945
2.382363 2.034461
2.475789 2.715419
2.569215 2.351096
2.662642 1.779428
2.756067 1.214961
2.849494 1.022525
2.942919 0.853653
3.036345 0.581262
3.129771 0.346349
3.223197 0.198564
3.316623 0.171003
3.410049 0.165183
3.503475 0.331964
3.596901 0.656247
3.690328 0.952687
3.783753 1.205521
3.877180 1.066090
3.970606 0.907291
4.064032 0.801373
4.157457 0.826914
4.250884 0.963003
4.344310 0.983454
4.437736 0.916516
4.531161 0.790810
4.624588 0.739788
4.718014 0.830515
4.811440 0.958150
4.904865 1.153731
4.998292 1.300496
5.091718 1.334105
5.185143 1.285611
5.278570 1.138121
5.371996 1.023844
5.465422 0.922937
5.558847 0.900998
5.652274 0.952226
5.745700 0.974357
5.839126 0.977435
5.932551 0.981604
6.025978 1.016196
6.119404 1.084513
6.212830 1.155202
6.306256 1.210405
6.399682 1.308670
6.493108 1.318738
6.586534 1.267042
6.679960 1.217340
6.773386 1.077822
6.866812 0.963126
6.960238 0.948934
7.053664 0.931844
7.147090 0.948147
7.240516 0.973375
7.333942 1.016044
7.427368 1.058424
7.520794 1.051994
7.614220 1.024073
7.707646 0.993712
7.801072 0.948664
7.894498 0.906150
7.987924 0.897716
8.081350 0.860813
8.174776 0.830709
8.268202 0.830743
8.361628 0.841785
8.455054 0.883868
8.548480 0.942815
8.641906 0.998257
8.735332 1.046723
8.828758 1.044528
8.922184 1.051255
9.015610 0.996006
9.109036 0.967473
9.202462 0.936585
9.295888 0.908254
9.389315 0.909083
9.482740 0.906056
9.576166 0.914555
9.669592 0.919396
9.763018 0.965136
9.856444 0.998008
9.949870 1.043364
10.043297 1.055863
10.136723 1.042753
10.230148 1.042528
10.323574 1.026676
10.417000 0.994560
10.510427 1.003769
10.603852 1.016995
10.697278 1.034718
10.790705 1.048249
10.884130 1.064069
10.977556 1.069850
11.070982 1.083901
11.164409 1.085314
11.257834 1.101098
11.351260 1.113660
11.444687 1.098103
11.538113 1.062321
11.631538 1.044989
11.724964 1.001758
11.818390 0.992196
11.911817 0.982593
12.005242 0.981515
12.098669 0.991446
12.192095 0.999455
12.285521 1.003810
12.378946 1.008043
12.472372 1.014723
12.565799 1.005529
12.659225 0.991813
12.752650 0.999207
12.846077 0.982721
12.939503 0.979112
13.032928 0.985873
13.126354 0.977415
13.219781 0.962003
13.313207 0.958776
13.406632 0.962002
13.500059 0.958043
13.593485 0.969013
13.686911 0.973060
13.780336 0.981996
13.873762 0.986873
13.967189 0.970348
14.060615 0.954243
14.154041 0.952733
14.247467 0.950537
14.340893 0.942167
14.434319 0.950173
14.527744 0.960776
14.621171 0.968004
14.714597 0.985755
14.808022 1.004986
14.901449 1.006438
14.994875 1.018761
15.088301 1.032692
15.181726 1.032460
15.275153 1.032619
15.368579 1.024916
15.462005 1.029733
15.555431 1.020773
15.648857 1.017657
15.742283 1.015729
15.835709 1.019461
15.929134 1.019566
16.022562 1.024292
16.115988 1.039146
16.209414 1.039788
16.302839 1.035556
16.396265 1.033447
16.489691 1.032711
16.583117 1.021156
16.676542 1.018274
16.769970 1.013307
16.863396 1.004319
16.956821 1.020120
17.050247 1.009756
17.143673 1.014629
17.237099 1.018203
17.330524 1.018793
17.423950 1.018041
17.517378 1.007036
17.610804 1.009096
17.704229 0.986169
17.797655 0.991888
17.891081 0.979878
17.984507 0.977746
18.077934 0.966795
18.171360 0.967036
18.264786 0.955674
18.358212 0.968900
18.451637 0.965540
18.545063 0.959471
18.638489 0.971477
