# RDF for density=1.6gcm3, timestep 163
# r	g(r)
0.045713 0.000000
0.137140 0.000000
0.228567 0.000000
0.319994 0.000000
0.411421 0.000000
0.502848 0.000000
0.594275 0.000000
0.685702 0.000000
0.777129 0.000000
0.868556 0.000000
0.959983 0.000000
1.051410 0.000000
1.142837 0.000000
1.234264 0.182187
1.325691 2.359720
1.417118 5.306547
1.508545 4.625612
1.599972 1.894510
1.691399 0.496598
1.782826 0.123305
1.874253 0.026343
1.965680 0.008453
2.057107 0.011578
2.148534 0.168635
2.239961 0.751891
2.331388 1.544405
2.422815 2.082959
2.514242 2.303687
2.605669 1.899525
2.697096 1.439152
2.788523 1.105497
2.879950 0.892676
2.971377 0.675191
3.062804 0.536826
3.154231 0.400002
3.245658 0.334374
3.337085 0.314348
3.428512 0.354313
3.519938 0.565078
3.611366 0.829041
3.702793 1.063386
3.794219 1.172732
3.885646 1.086822
3.977074 0.998879
4.068501 0.913709
4.159927 0.987564
4.251354 1.017237
4.342781 1.038939
4.434208 0.990176
4.525635 0.939678
4.617063 0.951607
4.708489 0.997038
4.799916 1.083719
4.891343 1.208566
4.982770 1.257811
5.074197 1.282258
5.165624 1.227682
5.257051 1.134132
5.348478 1.042394
5.439905 0.973807
5.531332 0.938231
5.622759 0.942239
5.714186 0.970097
5.805613 0.954491
5.897040 0.955183
5.988467 0.986358
6.079894 1.024376
6.171321 1.058865
6.262748 1.091196
6.354175 1.149150
6.445602 1.138147
6.537029 1.134436
6.628456 1.081672
6.719883 1.052553
6.811310 0.989875
6.902737 0.952971
6.994164 0.932895
7.085590 0.931854
7.177018 0.958264
7.268445 0.981713
7.359872 0.982597
7.451299 0.994821
7.542726 0.971617
7.634152 0.996036
7.725579 0.957270
7.817007 0.956577
7.908433 0.947296
7.999861 0.950519
8.091288 0.907875
8.182714 0.927625
8.274141 0.945968
8.365568 0.965083
8.456995 0.965338
8.548422 1.004106
8.639849 1.034452
8.731277 1.058046
8.822703 1.061691
8.914130 1.063492
9.005557 1.052349
9.096984 1.001861
9.188411 1.023874
9.279839 0.998669
9.371265 0.979907
9.462692 0.979972
9.554119 0.981171
9.645546 0.988991
9.736973 0.995314
9.828400 1.012958
9.919827 1.018104
10.011253 1.032884
10.102681 1.034502
10.194108 1.025669
10.285535 1.002218
10.376962 0.994718
10.468389 0.997244
10.559815 0.996727
10.651243 1.002809
10.742670 0.995306
10.834097 1.008593
10.925524 1.008017
11.016951 1.011629
11.108377 1.025981
11.199804 1.018062
11.291231 1.019710
11.382658 1.009220
11.474086 1.003842
11.565513 0.991535
11.656940 0.975962
11.748366 0.977402
11.839793 0.991838
11.931220 0.974753
12.022648 0.969536
12.114075 0.982533
12.205502 0.990856
12.296928 0.999870
12.388355 0.999852
12.479782 1.011094
12.571209 0.997398
12.662636 0.988452
12.754063 0.998250
12.845490 0.996444
12.936917 0.998560
13.028344 0.993222
13.119771 0.999844
13.211198 0.992668
13.302625 0.995656
13.394053 1.004827
13.485479 1.010206
13.576906 1.003213
13.668333 1.008920
13.759760 1.001453
13.851187 1.009188
13.942614 0.998017
14.034040 0.996514
14.125467 0.996718
14.216895 0.995303
14.308322 0.990627
14.399749 0.998202
14.491176 0.995784
14.582603 1.006120
14.674029 1.005837
14.765457 1.008268
14.856884 1.017142
14.948311 1.012928
15.039738 1.007186
15.131165 1.010158
15.222591 1.007216
15.314018 1.016665
15.405445 1.000769
15.496872 1.010429
15.588300 0.988935
15.679727 0.998063
15.771153 0.995356
15.862580 0.999616
15.954007 0.992114
16.045435 0.997391
16.136862 0.995027
16.228289 1.000219
16.319715 0.991953
16.411142 0.997691
16.502569 0.998163
16.593996 0.980102
16.685423 0.989661
16.776850 0.990067
16.868277 0.988912
16.959703 0.981058
17.051130 0.993652
17.142557 0.998416
17.233986 0.998568
17.325413 1.001035
17.416840 1.003019
17.508266 1.000747
17.599693 0.999355
17.691120 0.996419
17.782547 0.995861
17.873974 0.995384
17.965401 0.990733
18.056828 0.988486
18.148254 0.996008
18.239681 1.000878
