cid,cid_shuffled,cid_shuffled_std,cid_normalized,compression_gain,snapshot,nbins,n_particles_total,box_length,n_particles_filtered,atom_types,snapshot_num
0.131267,0.153053,0.0,0.8576571514442709,0.1423428485557291,snapshot_1.xyz,32,13500,39.552735405423675,13500,all,1
0.130455,0.152117,0.0,0.8575964553600188,0.14240354463998117,snapshot_2.xyz,32,13500,40.326979289711794,13500,all,2
0.127946,0.151649,0.0,0.8436982769421493,0.15630172305785073,snapshot_3.xyz,32,13500,41.000604052276735,13500,all,3
0.125977,0.149643,0.0,0.8418502703100045,0.15814972968999552,snapshot_4.xyz,32,13500,41.567583221115015,13500,all,4
0.124549,0.149643,0.0,0.8323075586562686,0.1676924413437314,snapshot_5.xyz,32,13500,42.02234479406878,13500,all,5
0.124141,0.147567,0.0,0.8412517703822671,0.15874822961773294,snapshot_6.xyz,32,13500,42.3962305771047,13500,all,6
0.124685,0.147164,0.0,0.8472520453371749,0.1527479546628251,snapshot_7.xyz,32,13500,42.653303666111206,13500,all,7
0.123392,0.14703,0.0,0.8392300890974631,0.1607699109025369,snapshot_8.xyz,32,13500,42.81312967120269,13500,all,8
0.124277,0.1475,0.0,0.8425559322033899,0.15744406779661013,snapshot_9.xyz,32,13500,42.90172082075253,13500,all,9
0.122643,0.14589,0.0,0.8406539173349785,0.15934608266502148,snapshot_10.xyz,32,13500,42.96667044679816,13500,all,10
0.124073,0.147366,0.0,0.8419377604060638,0.15806223959393617,snapshot_11.xyz,32,13500,42.990383329253724,13500,all,11
0.123665,0.14589,0.0,0.8476591952841181,0.15234080471588185,snapshot_12.xyz,32,13500,42.97731629332057,13500,all,12
0.122984,0.147097,0.0,0.8360741551493232,0.16392584485067685,snapshot_13.xyz,32,13500,42.96861079375709,13500,all,13
0.123188,0.146628,0.0,0.8401396731865673,0.15986032681343265,snapshot_14.xyz,32,13500,43.07315829224663,13500,all,14
0.12203,0.145287,0.0,0.8399237371547351,0.16007626284526488,snapshot_15.xyz,32,13500,42.937034066673846,13500,all,15
0.122984,0.146427,0.0,0.8398997452655589,0.16010025473444112,snapshot_16.xyz,32,13500,42.82902815862002,13500,all,16
0.124141,0.147164,0.0,0.8435554891141857,0.15644451088581435,snapshot_17.xyz,32,13500,43.16302949517973,13500,all,17
0.123869,0.146561,0.0,0.845170270399356,0.154829729600644,snapshot_18.xyz,32,13500,42.99519966180983,13500,all,18
0.124617,0.147433,0.0,0.845244958727015,0.154755041272985,snapshot_19.xyz,32,13500,42.922799861675585,13500,all,19
0.122984,0.147231,0.0,0.8353132152875413,0.16468678471245868,snapshot_20.xyz,32,13500,43.04041345516488,13500,all,20
0.124005,0.146896,0.0,0.8441686635442762,0.15583133645572378,snapshot_21.xyz,32,13500,42.95408943512043,13500,all,21
0.123256,0.14589,0.0,0.8448557132085819,0.15514428679141812,snapshot_22.xyz,32,13500,42.952293352359185,13500,all,22
0.123052,0.146025,0.0,0.8426776236945729,0.15732237630542711,snapshot_23.xyz,32,13500,43.14358774260467,13500,all,23
0.123528,0.147969,0.0,0.8348235103298665,0.16517648967013354,snapshot_24.xyz,32,13500,43.036126320823215,13500,all,24
0.123188,0.145555,0.0,0.8463330012709973,0.1536669987290027,snapshot_25.xyz,32,13500,42.841222527265344,13500,all,25
0.12312,0.146695,0.0,0.8392924094209073,0.16070759057909267,snapshot_26.xyz,32,13500,43.000617154899686,13500,all,26
0.12346,0.146829,0.0,0.8408420679838452,0.1591579320161548,snapshot_27.xyz,32,13500,42.96502562978145,13500,all,27
0.123528,0.146829,0.0,0.8413051917536727,0.1586948082463273,snapshot_28.xyz,32,13500,42.954842728864456,13500,all,28
0.123256,0.146494,0.0,0.8413723428945895,0.1586276571054105,snapshot_29.xyz,32,13500,42.977645931244226,13500,all,29
0.122439,0.145354,0.0,0.8423503997138021,0.1576496002861979,snapshot_30.xyz,32,13500,43.098721570591316,13500,all,30
0.122984,0.145689,0.0,0.8441543287413599,0.15584567125864013,snapshot_31.xyz,32,13500,42.7703996419088,13500,all,31
0.124277,0.146561,0.0,0.8479540941996848,0.15204590580031518,snapshot_32.xyz,32,13500,42.97747630614482,13500,all,32
0.124549,0.147567,0.0,0.8440166161811246,0.15598338381887544,snapshot_33.xyz,32,13500,43.10518547872325,13500,all,33
0.124277,0.14522,0.0,0.8557843272276546,0.14421567277234537,snapshot_34.xyz,32,13500,42.939336363380455,13500,all,34
0.124073,0.146628,0.0,0.8461753553209482,0.15382464467905177,snapshot_35.xyz,32,13500,42.99950128212603,13500,all,35
0.122166,0.145756,0.0,0.8381541754713356,0.16184582452866436,snapshot_36.xyz,32,13500,42.934290673325236,13500,all,36
0.122439,0.145622,0.0,0.8408001538229114,0.1591998461770886,snapshot_37.xyz,32,13500,43.07883765896994,13500,all,37
0.124821,0.147902,0.0,0.8439439628943489,0.15605603710565108,snapshot_38.xyz,32,13500,42.845123355991554,13500,all,38
0.123801,0.146829,0.0,0.8431644974766566,0.15683550252334344,snapshot_39.xyz,32,13500,42.996173408618915,13500,all,39
0.123392,0.146226,0.0,0.8438444599455638,0.15615554005443621,snapshot_40.xyz,32,13500,43.192599802873374,13500,all,40
0.12346,0.146427,0.0,0.8431505118591517,0.15684948814084831,snapshot_41.xyz,32,13500,42.908029757193574,13500,all,41
0.124141,0.147366,0.0,0.8423991965582291,0.15760080344177085,snapshot_42.xyz,32,13500,42.9832308315641,13500,all,42
0.124481,0.146293,0.0,0.8509019570314368,0.14909804296856322,snapshot_43.xyz,32,13500,42.992849648590244,13500,all,43
0.121553,0.144683,0.0,0.8401332568442733,0.1598667431557267,snapshot_44.xyz,32,13500,42.98376575678745,13500,all,44
0.123937,0.147433,0.0,0.8406326941729464,0.1593673058270536,snapshot_45.xyz,32,13500,42.99929045578719,13500,all,45
0.123188,0.147231,0.0,0.8366987930530935,0.16330120694690653,snapshot_46.xyz,32,13500,42.79201015682988,13500,all,46
0.122575,0.145622,0.0,0.8417340786419635,0.15826592135803652,snapshot_47.xyz,32,13500,43.07696645325153,13500,all,47
0.122711,0.146092,0.0,0.8399570133888234,0.16004298661117655,snapshot_48.xyz,32,13500,43.10872219346915,13500,all,48
0.125161,0.148304,0.0,0.8439489157406409,0.1560510842593591,snapshot_49.xyz,32,13500,42.89055554850691,13500,all,49
0.124005,0.1475,0.0,0.8407118644067797,0.1592881355932203,snapshot_50.xyz,32,13500,42.98476743548194,13500,all,50
0.124209,0.147097,0.0,0.8444019932425542,0.15559800675744584,snapshot_51.xyz,32,13500,43.013917264988436,13500,all,51
0.122848,0.145152,0.0,0.8463403880070547,0.1536596119929453,snapshot_52.xyz,32,13500,43.04604764482134,13500,all,52
0.125365,0.148103,0.0,0.8464717122543095,0.1535282877456905,snapshot_53.xyz,32,13500,42.82033351155053,13500,all,53
0.123324,0.14589,0.0,0.8453218178079376,0.15467818219206242,snapshot_54.xyz,32,13500,43.04378956690434,13500,all,54
0.123733,0.146628,0.0,0.8438565621845758,0.15614343781542417,snapshot_55.xyz,32,13500,43.13973645386455,13500,all,55
0.123869,0.146963,0.0,0.8428584065377,0.15714159346230006,snapshot_56.xyz,32,13500,42.88395350531239,13500,all,56
0.124209,0.146226,0.0,0.8494317016125723,0.1505682983874277,snapshot_57.xyz,32,13500,42.96611879202412,13500,all,57
0.123869,0.14636,0.0,0.8463309647444658,0.15366903525553421,snapshot_58.xyz,32,13500,43.002642439425685,13500,all,58
0.122303,0.145622,0.0,0.8398662290038592,0.1601337709961408,snapshot_59.xyz,32,13500,42.975357882057715,13500,all,59
0.122711,0.145958,0.0,0.8407281546746324,0.15927184532536764,snapshot_60.xyz,32,13500,42.867384297536105,13500,all,60
0.123596,0.146695,0.0,0.8425372371246465,0.15746276287535355,snapshot_61.xyz,32,13500,43.20480960616001,13500,all,61
0.12346,0.146963,0.0,0.840075393126161,0.15992460687383903,snapshot_62.xyz,32,13500,43.050844159583406,13500,all,62
0.122575,0.145018,0.0,0.8452399012536375,0.15476009874636254,snapshot_63.xyz,32,13500,42.887340025165656,13500,all,63
0.123937,0.146628,0.0,0.8452478380663994,0.15475216193360064,snapshot_64.xyz,32,13500,43.01383720485474,13500,all,64
0.123596,0.146494,0.0,0.8436932570617226,0.1563067429382774,snapshot_65.xyz,32,13500,42.99232668342587,13500,all,65
0.124005,0.146025,0.0,0.8492039034411917,0.15079609655880832,snapshot_66.xyz,32,13500,42.89658306215222,13500,all,66
0.122984,0.146494,0.0,0.839515611560883,0.16048438843911705,snapshot_67.xyz,32,13500,43.12904841560129,13500,all,67
0.124957,0.147231,0.0,0.8487139257357486,0.15128607426425145,snapshot_68.xyz,32,13500,43.046347568823414,13500,all,68
0.124345,0.147768,0.0,0.8414880082291158,0.15851199177088415,snapshot_69.xyz,32,13500,42.762830082439876,13500,all,69
0.123528,0.145421,0.0,0.8494509046148768,0.15054909538512318,snapshot_70.xyz,32,13500,43.00780744761275,13500,all,70
0.124141,0.146427,0.0,0.8478012934772958,0.15219870652270417,snapshot_71.xyz,32,13500,42.981482268678775,13500,all,71
0.122507,0.14589,0.0,0.8397217081362671,0.16027829186373288,snapshot_72.xyz,32,13500,43.02751378900198,13500,all,72
0.124685,0.147768,0.0,0.8437889123490877,0.1562110876509123,snapshot_73.xyz,32,13500,42.961266731724805,13500,all,73
0.123188,0.148304,0.0,0.8306451612903226,0.16935483870967738,snapshot_74.xyz,32,13500,42.88677295061784,13500,all,74
0.122507,0.14589,0.0,0.8397217081362671,0.16027829186373288,snapshot_75.xyz,32,13500,43.1042371376704,13500,all,75
0.124073,0.14703,0.0,0.8438617969121949,0.15613820308780513,snapshot_76.xyz,32,13500,43.04940305229181,13500,all,76
0.123665,0.146427,0.0,0.8445505268837031,0.15544947311629687,snapshot_77.xyz,32,13500,42.78979898409079,13500,all,77
0.124685,0.146092,0.0,0.8534690469019522,0.14653095309804776,snapshot_78.xyz,32,13500,42.99808710727061,13500,all,78
0.123801,0.147366,0.0,0.8400920157974023,0.15990798420259766,snapshot_79.xyz,32,13500,43.036751379764304,13500,all,79
0.124617,0.146628,0.0,0.8498854243391439,0.15011457566085606,snapshot_80.xyz,32,13500,42.96683396209888,13500,all,80
0.123324,0.146293,0.0,0.8429931712385418,0.15700682876145822,snapshot_81.xyz,32,13500,42.925677869725504,13500,all,81
0.124481,0.148237,0.0,0.839743114067338,0.16025688593266196,snapshot_82.xyz,32,13500,42.98485002688902,13500,all,82
0.122779,0.145958,0.0,0.8411940421217062,0.15880595787829377,snapshot_83.xyz,32,13500,43.247021252969546,13500,all,83
