# snapshot_num shannon_8 shannon_16 shannon_32 shannon_64
630 6.080636 7.749656 8.886727 9.193014
631 6.079782 7.744736 8.903815 9.198516
632 6.079113 7.760805 8.895737 9.193726
633 6.092286 7.768101 8.911315 9.202230
634 6.081175 7.749104 8.902281 9.207906
635 6.100487 7.755917 8.903474 9.200476
636 6.095882 7.767833 8.903920 9.209963
637 6.090342 7.762277 8.908749 9.201020
638 6.083975 7.756429 8.903053 9.206656
639 6.092683 7.767690 8.894898 9.192285
640 6.095892 7.771785 8.905298 9.199263
641 6.101208 7.771746 8.904000 9.196023
642 6.086167 7.772100 8.900464 9.193162
643 6.083275 7.760153 8.893230 9.194140
644 6.082100 7.763723 8.897289 9.199466
645 6.087355 7.752435 8.905437 9.208808
646 6.084103 7.756605 8.907387 9.199271
647 6.087512 7.770027 8.905261 9.199287
648 6.101583 7.786917 8.912192 9.196772
649 6.087946 7.752891 8.894958 9.197076
650 6.088058 7.761397 8.897159 9.197021
651 6.101304 7.770744 8.906577 9.208268
652 6.101353 7.757784 8.899353 9.193976
653 6.086423 7.774112 8.899981 9.191188
654 6.082498 7.739812 8.899460 9.194398
655 6.093596 7.752651 8.906217 9.197785
656 6.093113 7.767905 8.906006 9.203586
657 6.071788 7.752788 8.896265 9.193507
658 6.095235 7.762444 8.907181 9.195328
659 6.096950 7.767394 8.907874 9.205010
660 6.092579 7.753552 8.900186 9.196958
661 6.083836 7.767639 8.901471 9.198213
662 6.093795 7.775597 8.910741 9.194828
663 6.101627 7.764776 8.909436 9.206278
664 6.092334 7.761287 8.898643 9.202494
665 6.089768 7.764426 8.905953 9.200880
666 6.081087 7.755673 8.903947 9.202641
667 6.084053 7.764590 8.907677 9.209601
668 6.078004 7.755345 8.897333 9.197668
669 6.076502 7.762455 8.916235 9.205173
670 6.088522 7.758704 8.891539 9.192105
671 6.099590 7.770152 8.889256 9.192568
672 6.092766 7.754164 8.910205 9.203300
673 6.084328 7.760339 8.907479 9.200880
674 6.072231 7.743109 8.908182 9.209062
675 6.076857 7.759005 8.911300 9.200802
676 6.087212 7.760663 8.912091 9.204647
677 6.096415 7.762566 8.893143 9.191588
678 6.091309 7.757017 8.905807 9.203176
679 6.091488 7.769284 8.907766 9.207042
680 6.077908 7.757481 8.904848 9.191588
681 6.070483 7.753493 8.904717 9.208523
682 6.089894 7.757331 8.907793 9.195070
683 6.092854 7.767052 8.911964 9.205552
684 6.089852 7.754983 8.900831 9.200336
685 6.087200 7.766745 8.899406 9.200880
686 6.087633 7.766099 8.897938 9.197301
687 6.083768 7.761843 8.913771 9.200538
688 6.094266 7.769417 8.910984 9.196272
689 6.081966 7.766413 8.903410 9.200685
690 6.072535 7.743073 8.904092 9.199909
691 6.080272 7.771654 8.910129 9.197317
692 6.061879 7.754181 8.911871 9.203795
693 6.077835 7.768051 8.911353 9.200779
694 6.091715 7.756314 8.911534 9.203888
695 6.084004 7.766122 8.912624 9.208962
696 6.070015 7.747919 8.901789 9.196958
697 6.074724 7.744544 8.897771 9.202572
698 6.085022 7.750768 8.898216 9.202695
699 6.081553 7.769217 8.909673 9.204631
700 6.084152 7.770603 8.916271 9.197683
701 6.094575 7.768374 8.907573 9.194117
702 6.052398 7.686091 8.885016 9.201362
703 5.953792 7.600997 8.849172 9.187851
704 5.882741 7.555812 8.861743 9.205575
705 5.838199 7.503930 8.838131 9.191361
706 5.789568 7.470225 8.834398 9.197036
707 5.746994 7.445336 8.832455 9.200616
708 5.717920 7.426666 8.823715 9.194336
709 5.662931 7.401933 8.826259 9.203098
710 5.625736 7.382218 8.829082 9.209524
711 5.609210 7.377114 8.821790 9.201447
712 5.566082 7.340171 8.818591 9.195250
713 5.544581 7.328432 8.815922 9.206880
714 5.543746 7.334936 8.817881 9.203803
715 5.558311 7.342688 8.815087 9.195656
716 5.522243 7.315556 8.819142 9.195515
717 5.515118 7.306453 8.808171 9.201485
718 5.508735 7.305294 8.803075 9.193562
719 5.500468 7.290507 8.794783 9.190342
720 5.472089 7.279741 8.795470 9.197481
721 5.461853 7.282637 8.804395 9.195797
722 5.475602 7.292774 8.802836 9.199831
723 5.449470 7.273165 8.795780 9.197200
724 5.488706 7.292076 8.809625 9.200476
725 5.441316 7.278495 8.807926 9.205428
726 5.464582 7.281259 8.809162 9.205474
727 5.450075 7.266415 8.803345 9.192991
728 5.455539 7.268979 8.806990 9.209263
729 5.444257 7.254115 8.801200 9.193687
730 5.426638 7.242947 8.785614 9.189753
731 5.446871 7.271640 8.807256 9.209963
732 5.422745 7.253358 8.799638 9.190914
733 5.412719 7.247519 8.805171 9.200173
734 5.400286 7.246657 8.798917 9.203176
735 5.402325 7.255326 8.806840 9.203037
736 5.359789 7.218844 8.783230 9.195148
737 5.368752 7.229226 8.788010 9.187504
738 5.351197 7.219728 8.797054 9.207682
739 5.356657 7.219502 8.795759 9.208584
740 5.362851 7.222468 8.795375 9.197847
741 5.355198 7.225560 8.796026 9.196225
742 5.365435 7.230289 8.786960 9.189934
743 5.356840 7.222586 8.787548 9.187544
744 5.361621 7.223241 8.788701 9.190326
745 5.356135 7.222215 8.789024 9.192137
746 5.375179 7.234740 8.792968 9.192019
747 5.371166 7.234711 8.794465 9.190914
748 5.378974 7.237192 8.805066 9.206563
749 5.363902 7.222888 8.786407 9.185724
750 5.371511 7.232921 8.804869 9.208723
751 5.357670 7.220102 8.798253 9.196857
752 5.360920 7.231845 8.809495 9.201385
753 5.395249 7.246473 8.800244 9.200740
754 5.380343 7.227863 8.790280 9.192019
755 5.362696 7.217704 8.797850 9.205335
756 5.353251 7.218562 8.783797 9.189328
757 5.365459 7.228792 8.788621 9.191690
758 5.383680 7.229945 8.789792 9.194922
759 5.391053 7.245795 8.789022 9.190632
760 5.395500 7.249014 8.785124 9.183894
761 5.395146 7.239077 8.786452 9.186481
762 5.370983 7.229337 8.785710 9.191181
763 5.350061 7.215872 8.790525 9.194523
764 5.340493 7.204695 8.793849 9.209824
765 5.361945 7.218662 8.788295 9.191628
766 5.379185 7.233759 8.790056 9.192630
767 5.365725 7.220458 8.794356 9.206996
768 5.371002 7.231297 8.800195 9.209586
769 5.369966 7.224028 8.799957 9.208639
770 5.363119 7.222011 8.797050 9.209386
771 5.359383 7.221606 8.787448 9.191322
772 5.360774 7.226281 8.792668 9.187056
773 5.350986 7.213759 8.789705 9.191878
774 5.361736 7.228442 8.784808 9.188464
775 5.339574 7.215124 8.787460 9.186827
776 5.349731 7.216188 8.783627 9.189140
777 5.354209 7.238271 8.805883 9.200756
778 5.349229 7.213277 8.792625 9.193788
779 5.334778 7.203286 8.800394 9.207258
780 5.347547 7.208533 8.787385 9.188323
781 5.356577 7.224422 8.792026 9.191220
782 5.337226 7.213421 8.784826 9.186788
783 5.342834 7.216514 8.805097 9.198229
784 5.342764 7.211836 8.776419 9.190569
785 5.335604 7.212372 8.779965 9.192489
786 5.333911 7.202088 8.788596 9.201462
787 5.343663 7.210739 8.787510 9.205026
788 5.339451 7.208139 8.791471 9.182415
789 5.325022 7.194915 8.778352 9.185764
790 5.331383 7.198047 8.798353 9.208500
791 5.310716 7.187025 8.788170 9.196951
792 5.309469 7.182986 8.780990 9.192591
793 5.321798 7.207643 8.793244 9.195195
794 5.347556 7.223944 8.792610 9.200756
795 5.334474 7.203014 8.783173 9.184636
796 5.298307 7.192435 8.789679 9.208662
797 5.300450 7.187939 8.781852 9.191855
798 5.325264 7.204804 8.787482 9.190569
799 5.354338 7.233115 8.803399 9.209263
800 5.353252 7.217065 8.795963 9.206193
801 5.356257 7.215363 8.795697 9.188283
802 5.176707 7.012858 8.705742 9.204585
803 4.965581 6.820266 8.616773 9.193092
804 4.950726 6.812249 8.616078 9.194273
805 4.931736 6.803237 8.615362 9.188197
806 4.921702 6.791995 8.615289 9.190546
807 4.917755 6.790184 8.615052 9.190852
808 4.908716 6.793218 8.608492 9.186276
809 4.907516 6.789139 8.615819 9.191283
810 4.904236 6.789839 8.609949 9.197317
811 4.900928 6.782734 8.605789 9.209301
812 4.898166 6.786566 8.606550 9.184510
813 4.896022 6.788910 8.603831 9.185519
814 4.894480 6.788959 8.617420 9.198330
815 4.893512 6.793874 8.619362 9.195633
816 4.883936 6.775564 8.612027 9.187174
817 4.884960 6.780713 8.605546 9.193037
818 4.881704 6.784220 8.610675 9.189831
819 4.874224 6.775467 8.608238 9.197660
820 4.885628 6.784718 8.609628 9.186662
821 4.872836 6.770901 8.602348 9.187583
822 4.883514 6.777357 8.605906 9.192443
823 4.882840 6.778035 8.602509 9.181861
824 4.889731 6.773010 8.613338 9.208038
825 4.884906 6.770175 8.601017 9.181244
826 4.886543 6.779370 8.609308 9.191220
827 4.878895 6.775177 8.606735 9.183072
828 4.882657 6.772325 8.609249 9.203176
829 4.880409 6.776706 8.611332 9.191220
830 4.879569 6.775502 8.608169 9.186315
831 4.873903 6.770006 8.604307 9.194516
832 4.865164 6.769018 8.605520 9.181735
833 4.870998 6.776591 8.611264 9.196140
834 4.879479 6.778460 8.606770 9.181181
835 4.865062 6.770097 8.603903 9.193804
836 4.866092 6.770455 8.604136 9.195531
837 4.877949 6.775761 8.611093 9.196507
838 4.875152 6.775419 8.607939 9.186969
839 4.867520 6.769129 8.599690 9.187544
840 4.874511 6.778482 8.608408 9.202006
841 4.861743 6.769158 8.607347 9.197722
842 4.861355 6.767919 8.609406 9.191118
843 4.867798 6.769960 8.607343 9.202835
844 4.861134 6.767252 8.597089 9.178397
845 4.875256 6.766539 8.602346 9.192278
846 4.883818 6.769976 8.604502 9.197722
847 4.870790 6.765550 8.603128 9.182352
848 4.879149 6.766442 8.609895 9.197154
849 4.866552 6.772907 8.604632 9.182107
850 4.873456 6.771888 8.606711 9.197458
851 4.866456 6.768351 8.600281 9.183380
852 4.865451 6.776190 8.608544 9.199077
853 4.862799 6.773702 8.601739 9.181798
854 4.859360 6.765770 8.611341 9.205629
855 4.863146 6.774513 8.598732 9.187811
856 4.869843 6.769573 8.600965 9.195289
857 4.872827 6.767868 8.604818 9.205490
858 4.861600 6.764518 8.596926 9.184612
859 4.861941 6.768098 8.609201 9.208439
860 4.860992 6.769868 8.606633 9.192889
861 4.852507 6.772517 8.604871 9.195430
862 4.860384 6.769271 8.607997 9.196444
863 4.863521 6.773490 8.606672 9.206634
864 4.864432 6.773613 8.608943 9.194414
865 4.858264 6.772776 8.607539 9.193358
866 4.860408 6.774302 8.612855 9.208161
867 4.851494 6.766427 8.608295 9.188873
868 4.858642 6.776149 8.601560 9.181181
869 4.853859 6.772788 8.598570 9.187323
870 4.856180 6.774079 8.605358 9.202959
871 4.853369 6.770997 8.604584 9.190914
872 4.848044 6.763116 8.600818 9.183894
873 4.851375 6.765120 8.602320 9.183649
874 4.851598 6.765647 8.609112 9.191220
875 4.858254 6.774237 8.607401 9.202207
876 4.859464 6.767072 8.603777 9.189690
877 4.850505 6.763790 8.609244 9.186993
878 4.865858 6.773616 8.609422 9.204786
879 4.861224 6.765260 8.595205 9.180174
880 4.868439 6.762726 8.605568 9.194617
881 4.869348 6.771546 8.606544 9.207236
882 4.861196 6.763936 8.608783 9.200150
883 4.863416 6.762852 8.601793 9.188118
884 4.867660 6.772285 8.603476 9.183135
885 4.862704 6.766986 8.606781 9.195008
886 4.860293 6.768911 8.599772 9.189548
887 4.859214 6.761166 8.599824 9.185125
888 4.850248 6.762699 8.600328 9.191016
889 4.844459 6.762256 8.597583 9.179738
890 4.851740 6.766916 8.603833 9.184920
891 4.856826 6.765983 8.608135 9.191158
892 4.848205 6.764472 8.607343 9.187276
893 4.851762 6.765230 8.606399 9.198673
894 4.846188 6.760764 8.599333 9.200189
895 4.856677 6.768573 8.606294 9.189894
896 4.857390 6.768051 8.605049 9.183443
897 4.865703 6.774381 8.604418 9.190569
898 4.856490 6.764515 8.597638 9.180190
899 4.861924 6.767691 8.605153 9.192176
900 4.852039 6.756746 8.601866 9.195836
901 4.858379 6.766422 8.604488 9.193523
902 4.701484 6.590049 8.468746 9.202207
903 4.673784 6.560198 8.436180 9.194922
904 4.669304 6.558653 8.434839 9.188504
905 4.670014 6.557233 8.439558 9.197863
906 4.666677 6.554081 8.439340 9.196444
907 4.666462 6.552501 8.438663 9.197458
908 4.670532 6.555354 8.439176 9.203819
909 4.667561 6.553445 8.437723 9.198875
910 4.663614 6.553943 8.439224 9.195797
911 4.664006 6.552491 8.436443 9.197559
912 4.662533 6.553981 8.436817 9.195836
913 4.666625 6.553259 8.437906 9.201804
914 4.664767 6.551174 8.440046 9.202409
915 4.666749 6.553413 8.440893 9.201703
916 4.665012 6.553787 8.437899 9.199178
917 4.664478 6.553714 8.435715 9.197559
918 4.665688 6.553730 8.435902 9.194008
919 4.664838 6.551840 8.435199 9.190954
920 4.663179 6.552924 8.434547 9.191158
921 4.663606 6.551971 8.435288 9.192380
922 4.664379 6.553859 8.439755 9.193296
923 4.663561 6.554097 8.438108 9.194922
924 4.662652 6.552236 8.438498 9.197356
925 4.663428 6.551785 8.436412 9.197052
926 4.660851 6.549857 8.435295 9.196850
927 4.660577 6.550698 8.437565 9.194109
928 4.659655 6.549180 8.432197 9.194414
929 4.659333 6.549915 8.435259 9.194922
930 4.662180 6.552252 8.440451 9.203014
931 4.664171 6.554059 8.442337 9.200492
932 4.661989 6.551914 8.440384 9.199886
933 4.661977 6.552021 8.438227 9.200492
934 4.662062 6.551344 8.440436 9.199987
935 4.660122 6.551111 8.436973 9.200088
936 4.661697 6.551320 8.438884 9.198673
937 4.659155 6.551288 8.438608 9.197964
938 4.661457 6.551198 8.438549 9.200593
939 4.661551 6.552937 8.441375 9.197964
940 4.661254 6.549757 8.435981 9.197660
941 4.661067 6.552159 8.438327 9.200189
942 4.660220 6.551844 8.437640 9.199139
943 4.662008 6.553418 8.438030 9.198673
944 4.662168 6.550800 8.437862 9.197964
945 4.660294 6.550012 8.437237 9.199583
946 4.659446 6.551723 8.437700 9.198571
947 4.659961 6.550050 8.436168 9.198167
948 4.662762 6.551758 8.437547 9.198167
949 4.661979 6.553612 8.438258 9.204825
950 4.664729 6.555263 8.442528 9.202812
951 4.663173 6.553418 8.440104 9.202107
952 4.664175 6.554496 8.440435 9.203215
953 4.664339 6.553450 8.439076 9.203478
954 4.663360 6.553514 8.438560 9.202611
955 4.663484 6.553670 8.438500 9.202308
956 4.662438 6.553068 8.439513 9.202409
957 4.661496 6.549881 8.436608 9.202308
958 4.662534 6.553253 8.438791 9.201703
959 4.661320 6.551913 8.437557 9.201199
960 4.661080 6.551672 8.435009 9.200391
961 4.660947 6.549909 8.435557 9.201804
962 4.663227 6.553153 8.434606 9.200997
963 4.663364 6.552721 8.437874 9.201098
964 4.657437 6.548524 8.435748 9.200795
965 4.660190 6.548622 8.432276 9.200896
966 4.662053 6.549712 8.433292 9.200593
967 4.663019 6.552314 8.435789 9.206795
968 4.661952 6.552049 8.436799 9.202913
969 4.660527 6.549678 8.437794 9.203416
970 4.662579 6.552597 8.438399 9.202711
971 4.660506 6.552805 8.436520 9.202510
972 4.658312 6.550749 8.435425 9.199886
973 4.661376 6.552004 8.435460 9.201905
974 4.657993 6.551944 8.437635 9.200593
975 4.659642 6.549742 8.432529 9.201501
976 4.658138 6.547817 8.431665 9.202207
977 4.660467 6.549786 8.433722 9.201765
978 4.659663 6.549962 8.434799 9.202107
979 4.659864 6.548815 8.432839 9.202207
980 4.661201 6.552966 8.433765 9.201703
981 4.660658 6.552070 8.435601 9.201098
982 4.660913 6.553978 8.439457 9.200391
983 4.657516 6.550180 8.436558 9.200290
984 4.656418 6.549571 8.435390 9.199583
985 4.658844 6.550976 8.437592 9.201703
986 4.660849 6.550501 8.436938 9.200896
987 4.658256 6.548678 8.433793 9.201804
988 4.659623 6.549334 8.433526 9.201501
989 4.661953 6.550747 8.434150 9.202913
990 4.661329 6.550822 8.435315 9.203114
991 4.659064 6.549695 8.433950 9.202006
992 4.659822 6.551199 8.435466 9.201602
993 4.662093 6.553410 8.439812 9.202006
994 4.659303 6.550869 8.437589 9.200391
995 4.658765 6.550311 8.433847 9.200694
996 4.659417 6.550629 8.435661 9.200593
997 4.661057 6.552081 8.436947 9.199987
998 4.662603 6.553231 8.437476 9.204423
999 4.660575 6.551511 8.435906 9.204322
1000 4.663431 6.554392 8.437555 9.204121
1001 4.663313 6.553785 8.438706 9.203718
