# snapshot_num shannon_8 shannon_16 shannon_32 shannon_64
628 3.957019 5.809455 7.720844 8.293800
629 3.955010 5.807668 7.704382 8.293800
630 3.953573 5.808785 7.709339 8.291547
631 3.958968 5.810979 7.710833 8.292048
632 3.956671 5.809322 7.704828 8.293299
633 3.954914 5.809886 7.703565 8.292549
634 3.950896 5.808181 7.704741 8.291547
635 3.953939 5.808186 7.708571 8.290794
636 3.959076 5.811111 7.717398 8.293049
637 3.956767 5.809072 7.712080 8.292298
638 3.956268 5.808286 7.709285 8.292048
639 3.960883 5.811477 7.713813 8.293049
640 3.957765 5.810930 7.720246 8.293800
641 3.957861 5.809372 7.718693 8.292048
642 3.957568 5.809291 7.717199 8.293049
643 3.955025 5.807515 7.713472 8.291797
644 3.958696 5.811037 7.712057 8.293800
645 3.963273 5.812102 7.719175 8.292048
646 3.955512 5.809650 7.715057 8.292048
647 3.952716 5.807544 7.698269 8.293049
648 3.952506 5.809970 7.714239 8.293299
649 3.955790 5.810389 7.709667 8.293800
650 3.953382 5.808275 7.712518 8.291045
651 3.956242 5.809199 7.713182 8.290042
652 3.951285 5.806833 7.705832 8.293800
653 3.954837 5.808492 7.714804 8.293299
654 3.953836 5.807584 7.712267 8.292549
655 3.951250 5.807303 7.712767 8.292298
656 3.952229 5.807159 7.710877 8.292549
657 3.957387 5.807933 7.714721 8.292201
658 3.958536 5.809274 7.717768 8.293550
659 3.954695 5.808760 7.712104 8.293550
660 3.955206 5.810350 7.706559 8.293299
661 3.955774 5.809381 7.703358 8.292799
662 3.955807 5.808410 7.704026 8.292799
663 3.954589 5.809305 7.704405 8.291547
664 3.952987 5.808091 7.703336 8.293299
665 3.954528 5.808692 7.706500 8.293550
666 3.957536 5.808866 7.718053 8.291296
667 3.957296 5.808961 7.705143 8.293049
668 3.957619 5.810066 7.718538 8.293299
669 3.962282 5.811609 7.717900 8.292048
670 3.956433 5.808059 7.710306 8.293299
671 3.957153 5.809466 7.705280 8.293800
672 3.957469 5.809042 7.709678 8.292549
673 3.958456 5.810025 7.706598 8.290293
674 3.961771 5.812179 7.711291 8.292048
675 3.953840 5.808430 7.709676 8.293800
676 3.957509 5.810168 7.710679 8.290794
677 3.956896 5.809453 7.713655 8.291296
678 3.951558 5.808142 7.710872 8.293550
679 3.952341 5.807530 7.697309 8.292048
680 3.960644 5.810206 7.703667 8.293800
681 3.956056 5.809201 7.709612 8.292048
682 3.953275 5.807970 7.719565 8.292048
683 3.958509 5.811144 7.712444 8.291547
684 3.955768 5.809721 7.708340 8.292298
685 3.958073 5.808909 7.710473 8.293550
686 3.954491 5.809331 7.707260 8.293299
687 3.954953 5.808208 7.702499 8.291797
688 3.960576 5.811954 7.712291 8.292549
689 3.956227 5.809120 7.711546 8.293299
690 3.958976 5.810308 7.711845 8.292549
691 3.955416 5.808198 7.712441 8.292298
692 3.952806 5.807138 7.716328 8.292298
693 3.959502 5.810232 7.715301 8.293800
694 3.950966 5.807686 7.712574 8.291797
695 3.956610 5.809623 7.700660 8.292799
696 3.949656 5.807146 7.701252 8.292298
697 3.955983 5.809186 7.707446 8.293049
698 3.954218 5.808830 7.711315 8.292298
699 3.957844 5.810754 7.705017 8.292549
700 3.956830 5.810827 7.715255 8.291296
701 3.952117 5.807415 7.707826 8.290794
702 3.953611 5.807931 7.712334 8.293550
703 3.960706 5.810610 7.717941 8.290794
704 3.959373 5.810290 7.716936 8.292799
705 3.951583 5.808465 7.707798 8.292201
706 3.951499 5.808103 7.710056 8.293550
707 3.950272 5.806410 7.703654 8.291797
708 3.958717 5.810451 7.710120 8.292799
709 3.959153 5.809922 7.709334 8.293800
710 3.956602 5.808908 7.703076 8.292549
711 3.952647 5.807991 7.714531 8.293299
712 3.957788 5.808569 7.710641 8.292549
713 3.958003 5.811090 7.710029 8.292799
714 3.957911 5.810531 7.705198 8.291797
715 3.962103 5.811741 7.713294 8.293299
716 3.958559 5.809807 7.716696 8.293800
717 3.956218 5.809514 7.715360 8.291296
718 3.956669 5.809788 7.718924 8.293299
719 3.960459 5.810664 7.715857 8.293049
720 3.954899 5.809849 7.714944 8.292549
721 3.956877 5.809783 7.710290 8.292799
722 3.957584 5.810184 7.707362 8.292549
723 3.959364 5.810376 7.703679 8.292549
724 3.961841 5.812436 7.712507 8.293550
725 3.957755 5.808434 7.713821 8.292048
726 3.955079 5.807603 7.707084 8.291045
727 3.954958 5.810441 7.714974 8.291296
728 3.959153 5.809729 7.710821 8.292799
729 3.962179 5.811165 7.708173 8.292298
730 3.957084 5.808226 7.709553 8.293049
731 3.951975 5.808134 7.709214 8.293800
732 3.958556 5.810359 7.709734 8.293299
733 3.956139 5.808891 7.707195 8.293299
734 3.953626 5.808593 7.707653 8.293800
735 3.955832 5.810032 7.711106 8.292048
736 3.947570 5.806632 7.714286 8.292298
737 3.956653 5.809117 7.713052 8.292048
738 3.956931 5.809863 7.707457 8.292549
739 3.956037 5.808752 7.705749 8.293550
740 3.955331 5.808112 7.704771 8.293049
741 3.957786 5.809366 7.702608 8.292298
742 3.952041 5.807541 7.710989 8.293800
743 3.960826 5.809131 7.718647 8.292799
744 3.961062 5.810189 7.719492 8.290544
745 3.957633 5.809645 7.718728 8.293800
746 3.949684 5.805955 7.705213 8.293800
747 3.956671 5.810272 7.715139 8.293049
748 3.953323 5.807959 7.710895 8.293550
749 3.958661 5.809897 7.716849 8.292549
750 3.960486 5.811593 7.712005 8.291547
751 3.955594 5.808838 7.716697 8.291045
752 3.954743 5.808474 7.707012 8.292799
753 3.954765 5.809580 7.712760 8.293299
754 3.958878 5.811251 7.716665 8.292549
755 3.956839 5.809883 7.714175 8.293299
756 3.952768 5.808140 7.716519 8.291045
757 3.951519 5.807381 7.708992 8.292549
758 3.952666 5.808221 7.702995 8.293800
759 3.952847 5.808668 7.716894 8.292298
760 3.952127 5.807998 7.707755 8.293550
761 3.954581 5.808351 7.714017 8.293550
762 3.956256 5.809772 7.710775 8.292799
763 3.955321 5.810028 7.714361 8.292549
764 3.957040 5.811398 7.714810 8.293049
765 3.956292 5.809202 7.704327 8.293550
766 3.955635 5.810268 7.706888 8.293299
767 3.952307 5.808457 7.701454 8.292549
768 3.952664 5.807154 7.704055 8.292048
769 3.954077 5.807558 7.702769 8.291797
770 3.952532 5.808471 7.711624 8.292048
771 3.953333 5.808212 7.714188 8.292799
772 3.954163 5.807719 7.707518 8.293049
773 3.955967 5.809733 7.710448 8.291797
774 3.955724 5.808579 7.714983 8.293800
775 3.956285 5.809923 7.707622 8.293800
776 3.957255 5.809350 7.710648 8.292799
777 3.957158 5.810375 7.706170 8.291547
778 3.959362 5.810133 7.719227 8.291797
779 3.956288 5.810046 7.711608 8.293800
780 3.956847 5.809350 7.720229 8.292799
781 3.951650 5.807752 7.708626 8.292298
782 3.951662 5.808254 7.706724 8.292549
783 3.962953 5.812242 7.708963 8.292048
784 3.964246 5.812011 7.714689 8.293299
785 3.958623 5.810850 7.714049 8.292799
786 3.955322 5.808599 7.710389 8.291296
787 3.956860 5.808515 7.699984 8.292799
788 3.956096 5.808906 7.704437 8.292799
789 3.953894 5.808355 7.701613 8.293049
790 3.954266 5.807464 7.689228 8.292298
791 3.953855 5.807800 7.697544 8.292549
792 3.955212 5.808225 7.708488 8.292549
793 3.953650 5.809735 7.708998 8.293800
794 3.948733 5.806842 7.708693 8.292799
795 3.956309 5.808579 7.714480 8.292048
796 3.959974 5.811100 7.712328 8.292298
797 3.956224 5.808720 7.703931 8.292048
798 3.959411 5.811632 7.712085 8.291797
799 3.957918 5.809741 7.713074 8.293299
800 3.952033 5.807351 7.711833 8.293299
801 3.954990 5.807475 7.706901 8.291951
802 3.955582 5.809428 7.713476 8.292298
803 3.954457 5.809004 7.703316 8.293049
804 3.955468 5.809847 7.697426 8.291045
805 3.955341 5.807041 7.702253 8.291547
806 3.956547 5.810669 7.706334 8.292549
807 3.958241 5.810457 7.714144 8.293800
808 3.959245 5.810799 7.708214 8.290293
809 3.953192 5.807661 7.715358 8.293049
810 3.952432 5.808178 7.699710 8.293550
811 3.958032 5.809411 7.702302 8.292048
812 3.957019 5.809994 7.705544 8.293550
813 3.959156 5.811601 7.704333 8.291547
814 3.953875 5.808831 7.714343 8.293550
815 3.953344 5.808893 7.705500 8.293800
816 3.958977 5.811870 7.709532 8.293800
817 3.958125 5.810269 7.698742 8.293299
818 3.955162 5.808937 7.706506 8.293550
819 3.957483 5.809752 7.706202 8.293049
820 3.962812 5.810592 7.707975 8.293299
821 3.954993 5.807546 7.702950 8.292953
822 3.957916 5.809925 7.706138 8.291296
823 3.955741 5.809221 7.706819 8.291797
824 3.959546 5.810510 7.703421 8.290293
825 3.949840 5.806291 7.700401 8.292298
826 3.947447 5.807303 7.707208 8.293550
827 3.958628 5.810043 7.707596 8.293299
828 3.956438 5.810076 7.708449 8.292549
829 3.951907 5.807578 7.712884 8.293299
830 3.949807 5.805702 7.696756 8.291797
831 3.952681 5.808131 7.703101 8.291797
832 3.957859 5.809816 7.715022 8.292549
833 3.954630 5.808311 7.713623 8.293299
834 3.951269 5.806786 7.701632 8.293299
835 3.951615 5.808218 7.705233 8.291547
836 3.955942 5.808722 7.702603 8.293800
837 3.954716 5.808280 7.705797 8.293800
838 3.954464 5.809257 7.702821 8.293800
839 3.955034 5.807535 7.703847 8.293550
840 3.958554 5.810629 7.705911 8.293299
841 3.952305 5.807311 7.702720 8.292799
842 3.955198 5.809756 7.711396 8.291797
843 3.958460 5.810714 7.712150 8.291547
844 3.958950 5.811196 7.701624 8.292048
845 3.950722 5.807483 7.697254 8.293800
846 3.961332 5.811147 7.708875 8.291296
847 3.954125 5.808297 7.711105 8.293049
848 3.953289 5.808679 7.710938 8.292799
849 3.957758 5.809374 7.716233 8.291045
850 3.955564 5.807898 7.704162 8.293800
851 3.959411 5.809059 7.704059 8.292799
852 3.952704 5.808114 7.709465 8.293049
853 3.964312 5.812201 7.714525 8.292549
854 3.956064 5.808297 7.708800 8.292048
855 3.955009 5.807766 7.710529 8.293049
856 3.957045 5.809430 7.714522 8.292048
857 3.959273 5.810451 7.713904 8.293800
858 3.959311 5.811183 7.711768 8.293550
859 3.956988 5.810104 7.709338 8.292298
860 3.951532 5.807732 7.706331 8.292799
861 3.946840 5.805222 7.708687 8.292048
862 3.944905 5.804563 7.712249 8.290293
863 3.946832 5.805406 7.706012 8.292048
864 3.951764 5.807212 7.712426 8.292298
865 3.953811 5.808370 7.708020 8.292048
866 3.958119 5.809920 7.706564 8.291797
867 3.958779 5.810911 7.711508 8.292799
868 3.959017 5.810366 7.708074 8.292298
869 3.953840 5.808429 7.709668 8.291450
870 3.956966 5.810644 7.718911 8.293550
871 3.951484 5.808313 7.715305 8.293550
872 3.951731 5.807554 7.705209 8.293800
873 3.949727 5.807183 7.698361 8.292048
874 3.955911 5.809745 7.719866 8.293550
875 3.960837 5.811593 7.711489 8.292298
876 3.956246 5.809655 7.703791 8.291547
877 3.949798 5.807367 7.704904 8.291296
878 3.959302 5.809641 7.706226 8.291296
879 3.951289 5.806964 7.708042 8.293049
880 3.954564 5.809831 7.706508 8.293800
881 3.956983 5.809103 7.706603 8.291547
882 3.950748 5.808627 7.703961 8.293800
883 3.955768 5.808642 7.700220 8.293049
884 3.955568 5.809575 7.717708 8.292799
885 3.954395 5.808884 7.708112 8.292048
886 3.952173 5.807886 7.696471 8.292549
887 3.961464 5.811526 7.714667 8.293800
888 3.956028 5.808977 7.715818 8.293550
889 3.958276 5.808764 7.711037 8.293800
890 3.953040 5.808157 7.706411 8.291547
891 3.961451 5.811519 7.711423 8.292799
892 3.954339 5.809389 7.702789 8.291797
893 3.960002 5.810418 7.702149 8.293800
894 3.955344 5.809604 7.707021 8.292298
895 3.952385 5.808904 7.704104 8.293550
896 3.952854 5.807543 7.708290 8.293550
897 3.954381 5.809931 7.707804 8.292549
898 3.951769 5.807261 7.708265 8.293550
899 3.956718 5.808971 7.718201 8.293049
900 3.957484 5.808075 7.705557 8.293049
901 3.951397 5.806653 7.709531 8.291296
902 3.956073 5.810057 7.708217 8.292048
903 3.952019 5.807284 7.701602 8.292298
904 3.955594 5.809468 7.706698 8.292549
905 3.960439 5.811250 7.706708 8.291797
906 3.955599 5.808142 7.699335 8.291547
907 3.956372 5.810212 7.711200 8.293800
908 3.952384 5.809480 7.706883 8.292298
909 3.952744 5.808359 7.703190 8.292201
910 3.954962 5.809394 7.712226 8.291547
911 3.952448 5.808057 7.708714 8.290544
912 3.952770 5.807773 7.709358 8.293550
913 3.956188 5.808883 7.713652 8.293299
914 3.955264 5.808176 7.704125 8.293299
915 3.957209 5.810341 7.702057 8.293299
916 3.953091 5.808553 7.702426 8.292048
917 3.952568 5.807216 7.704730 8.293299
918 3.951491 5.807166 7.702707 8.292298
919 3.955107 5.808388 7.702991 8.291797
920 3.950845 5.807335 7.711136 8.291547
921 3.962935 5.812968 7.716070 8.290544
922 3.955750 5.810292 7.707259 8.293049
923 3.954456 5.809557 7.704028 8.293299
924 3.952695 5.808639 7.703885 8.293550
925 3.956371 5.809259 7.695216 8.291045
926 3.953664 5.808044 7.700049 8.293049
927 3.950110 5.807381 7.701966 8.290293
928 3.958049 5.809409 7.705627 8.293550
929 3.954463 5.808245 7.698921 8.291547
930 3.952271 5.808971 7.711494 8.293800
931 3.955747 5.810082 7.708660 8.292799
932 3.956072 5.808152 7.712711 8.292048
933 3.950447 5.807469 7.711259 8.290293
934 3.955516 5.807888 7.705111 8.292048
935 3.951815 5.807790 7.709305 8.291045
936 3.955715 5.809288 7.709832 8.293299
937 3.954484 5.807757 7.695546 8.291045
938 3.955303 5.808836 7.709482 8.293800
939 3.951311 5.806359 7.703573 8.292048
940 3.953941 5.807463 7.713227 8.292298
941 3.951778 5.807594 7.701348 8.293049
942 3.957871 5.809357 7.699984 8.291045
943 3.956102 5.808998 7.709698 8.291045
944 3.960169 5.808952 7.707711 8.291547
945 3.957379 5.809825 7.711595 8.293299
946 3.962597 5.812047 7.722903 8.293550
947 3.949108 5.805394 7.712199 8.290544
948 3.951502 5.807495 7.697464 8.290794
949 3.957661 5.809940 7.712243 8.292549
950 3.959837 5.812110 7.711827 8.291797
951 3.957349 5.810008 7.709900 8.291296
952 3.953109 5.809040 7.705107 8.293299
953 3.957852 5.810004 7.715515 8.292549
954 3.954257 5.807507 7.713480 8.293800
955 3.957953 5.809428 7.716693 8.291797
956 3.955028 5.809756 7.695734 8.292048
957 3.952132 5.807054 7.707993 8.293550
958 3.957380 5.809503 7.710348 8.292048
959 3.956715 5.808996 7.711383 8.293299
960 3.960607 5.812192 7.716279 8.292549
961 3.961244 5.812279 7.705725 8.292048
962 3.960432 5.809386 7.711454 8.291296
963 3.959125 5.810991 7.706719 8.291797
964 3.954424 5.807942 7.705589 8.292048
965 3.953385 5.808494 7.707911 8.293299
966 3.960632 5.811865 7.703855 8.293800
967 3.954086 5.808505 7.701995 8.293299
968 3.956335 5.808382 7.707025 8.292549
969 3.954757 5.807540 7.713524 8.291797
970 3.958509 5.809277 7.704241 8.293299
971 3.953634 5.808552 7.713562 8.293299
972 3.958301 5.811109 7.710176 8.293049
973 3.952950 5.807802 7.699786 8.293800
974 3.950124 5.807632 7.702328 8.291045
975 3.954789 5.808708 7.710705 8.292298
976 3.953812 5.808846 7.707736 8.292298
977 3.959517 5.810837 7.708459 8.292298
978 3.950066 5.807827 7.711036 8.293800
979 3.953916 5.807594 7.714374 8.291797
980 3.959283 5.809068 7.705283 8.291296
981 3.956041 5.808958 7.712661 8.293299
982 3.960996 5.810119 7.706802 8.291797
983 3.954984 5.809001 7.708658 8.293800
984 3.953538 5.808828 7.715378 8.291045
985 3.951788 5.808135 7.699378 8.291450
986 3.957626 5.810583 7.712857 8.293800
987 3.957247 5.808131 7.710823 8.293299
988 3.955871 5.809334 7.709907 8.292201
989 3.953750 5.806927 7.709221 8.292048
990 3.953499 5.807945 7.715015 8.292549
991 3.949085 5.805440 7.703826 8.291547
992 3.957951 5.810701 7.704676 8.292298
993 3.955452 5.808918 7.706355 8.292799
994 3.960412 5.810844 7.704192 8.292549
995 3.952100 5.808450 7.710833 8.293550
996 3.954425 5.809168 7.713077 8.293550
997 3.961105 5.810055 7.714487 8.292048
998 3.959156 5.809792 7.714681 8.292549
999 3.955289 5.809893 7.707471 8.291547
1000 3.958622 5.809529 7.706347 8.293800
1001 3.958111 5.810890 7.699041 8.293550
1002 3.956249 5.810617 7.708340 8.293299
1003 3.957055 5.808691 7.703852 8.290544
1004 3.955686 5.808642 7.707599 8.293550
1005 3.957524 5.808893 7.712473 8.291547
1006 3.954851 5.808421 7.703867 8.291797
1007 3.954225 5.807992 7.695944 8.293299
1008 3.953813 5.808518 7.698633 8.291547
1009 3.958780 5.810346 7.706869 8.292048
1010 3.955951 5.808472 7.700883 8.293800
1011 3.953978 5.806769 7.697001 8.291797
1012 3.954506 5.805902 7.695703 8.293299
1013 3.950123 5.807343 7.713067 8.290293
1014 3.954288 5.808039 7.706624 8.292298
1015 3.960426 5.810331 7.707962 8.293800
1016 3.964179 5.811633 7.706977 8.293550
1017 3.955101 5.808760 7.695872 8.291296
1018 3.957293 5.809598 7.711130 8.293800
1019 3.953513 5.807733 7.708516 8.293550
1020 3.962121 5.811224 7.716447 8.292799
1021 3.961685 5.811026 7.712448 8.293299
1022 3.956078 5.808901 7.714880 8.293800
1023 3.957904 5.809980 7.709199 8.293299
1024 3.962868 5.811894 7.713608 8.293299
1025 3.962491 5.811512 7.709171 8.293550
1026 3.957329 5.809555 7.705851 8.292048
1027 3.960247 5.810045 7.713847 8.293800
1028 3.950971 5.807388 7.706541 8.293299
1029 3.954295 5.807626 7.714376 8.292048
1030 3.964494 5.812166 7.713185 8.291547
1031 3.956439 5.810088 7.706201 8.291045
1032 3.958962 5.809713 7.702417 8.292549
1033 3.953822 5.807082 7.700253 8.293299
1034 3.951765 5.808174 7.710066 8.290794
1035 3.955786 5.809403 7.708234 8.293800
1036 3.958174 5.808411 7.708552 8.292298
1037 3.954546 5.807668 7.707221 8.293550
1038 3.950549 5.807829 7.704644 8.291045
1039 3.956783 5.808963 7.708619 8.293299
1040 3.957075 5.809328 7.705552 8.292549
1041 3.953793 5.807694 7.701325 8.291797
1042 3.959395 5.809805 7.706120 8.292799
1043 3.959796 5.810896 7.711219 8.293800
1044 3.959350 5.809915 7.707006 8.292549
1045 3.957438 5.810894 7.708672 8.292549
1046 3.959821 5.809562 7.708719 8.293550
1047 3.956212 5.809257 7.708123 8.292799
1048 3.959780 5.809445 7.709271 8.292298
1049 3.956997 5.808864 7.700797 8.291296
1050 3.958645 5.810576 7.711265 8.291797
1051 3.959636 5.809872 7.715960 8.293550
1052 3.955069 5.808357 7.701952 8.293800
1053 3.960758 5.809659 7.702975 8.291296
1054 3.957520 5.809005 7.705353 8.293800
1055 3.957770 5.809500 7.706130 8.291296
1056 3.956855 5.809317 7.707544 8.293550
1057 3.952201 5.808173 7.702681 8.293800
1058 3.957921 5.809705 7.708782 8.292048
1059 3.957492 5.809533 7.707657 8.293800
1060 3.956199 5.809250 7.711767 8.293800
1061 3.957286 5.808763 7.709678 8.292549
1062 3.958784 5.808167 7.706305 8.292048
1063 3.951341 5.806580 7.693479 8.292298
1064 3.959523 5.810729 7.707798 8.290544
1065 3.955762 5.808878 7.709087 8.293049
1066 3.955909 5.809015 7.707606 8.292799
1067 3.948968 5.807047 7.702561 8.291199
1068 3.954054 5.809327 7.705537 8.292799
1069 3.966488 5.812975 7.716607 8.293550
1070 3.957108 5.807568 7.709662 8.293299
1071 3.959285 5.809227 7.707491 8.293550
1072 3.961011 5.811197 7.709586 8.292048
1073 3.963146 5.812164 7.717365 8.292298
1074 3.958051 5.808933 7.710385 8.292549
1075 3.958246 5.810451 7.707235 8.292799
1076 3.957066 5.810690 7.708485 8.293550
1077 3.953229 5.807785 7.704106 8.290042
1078 3.956994 5.809622 7.702105 8.293550
1079 3.952614 5.808124 7.705192 8.293299
1080 3.950717 5.806856 7.697945 8.290794
1081 3.953155 5.808414 7.706741 8.291797
1082 3.962617 5.811468 7.712373 8.292298
1083 3.956494 5.809964 7.710047 8.292048
1084 3.959931 5.809984 7.703726 8.292298
1085 3.958062 5.810270 7.710014 8.293049
1086 3.954809 5.808206 7.708686 8.292702
1087 3.952183 5.807453 7.716412 8.292799
1088 3.952964 5.807351 7.706841 8.293800
1089 3.956475 5.808437 7.708105 8.292298
1090 3.955070 5.810012 7.711045 8.291296
1091 3.958704 5.810844 7.703426 8.292549
1092 3.957782 5.810114 7.712419 8.292298
1093 3.948998 5.806894 7.691296 8.290042
1094 3.956439 5.808999 7.703759 8.293049
1095 3.959724 5.809884 7.714202 8.291296
1096 3.957350 5.808981 7.698731 8.291547
1097 3.959355 5.810797 7.707956 8.292702
1098 3.955770 5.808933 7.705788 8.291797
1099 3.948147 5.806217 7.698743 8.292298
1100 3.953769 5.808660 7.707227 8.292048
1101 3.961146 5.810568 7.715244 8.293800
1102 3.956255 5.808567 7.702892 8.291045
1103 3.954537 5.809314 7.704209 8.293550
1104 3.959995 5.809214 7.710058 8.291547
1105 3.954251 5.808762 7.701735 8.292298
1106 3.959859 5.810383 7.705362 8.293299
1107 3.957989 5.808519 7.708346 8.292799
1108 3.962050 5.811166 7.714926 8.292549
1109 3.955595 5.808921 7.700989 8.292048
1110 3.953763 5.806976 7.701542 8.293049
1111 3.957284 5.809221 7.701298 8.292048
1112 3.958161 5.809760 7.715447 8.292549
1113 3.958157 5.810221 7.718703 8.293550
1114 3.952859 5.807259 7.710316 8.291045
1115 3.956023 5.808081 7.710413 8.293800
1116 3.950963 5.808282 7.704248 8.293299
1117 3.951894 5.809172 7.706413 8.292298
1118 3.960054 5.809969 7.702392 8.293049
1119 3.956424 5.808399 7.712270 8.291797
1120 3.963176 5.810492 7.704708 8.292298
1121 3.958606 5.809862 7.709736 8.291797
1122 3.956345 5.808954 7.712498 8.292298
1123 3.958138 5.808256 7.703229 8.292799
1124 3.952068 5.806757 7.696035 8.291547
1125 3.959951 5.809728 7.712643 8.291045
1126 3.956100 5.809471 7.703608 8.291797
1127 3.955720 5.808831 7.703637 8.292298
1128 3.955357 5.808331 7.710099 8.292549
1129 3.961670 5.810899 7.712772 8.293800
1130 3.957912 5.810443 7.704982 8.291045
1131 3.959115 5.810395 7.700098 8.292298
1132 3.952409 5.807052 7.702587 8.293049
1133 3.962659 5.812022 7.709706 8.293049
1134 3.963963 5.810646 7.704569 8.293800
1135 3.958088 5.810395 7.706337 8.293550
1136 3.957350 5.809906 7.708864 8.292549
1137 3.955487 5.809734 7.699828 8.293299
1138 3.954182 5.808793 7.701949 8.292298
1139 3.957733 5.808874 7.704809 8.292048
1140 3.951781 5.807617 7.705241 8.293800
1141 3.952509 5.806755 7.704406 8.293550
1142 3.958872 5.808964 7.708473 8.293049
1143 3.962265 5.811798 7.713693 8.293299
1144 3.957300 5.809704 7.704603 8.289539
1145 3.956163 5.810026 7.702394 8.291547
1146 3.953301 5.808100 7.707873 8.291547
1147 3.957382 5.809913 7.705693 8.290794
1148 3.958779 5.810095 7.704518 8.292799
1149 3.955579 5.809019 7.703684 8.293550
1150 3.957192 5.808543 7.709487 8.292048
1151 3.957757 5.809819 7.703772 8.293550
1152 3.955197 5.808895 7.705047 8.293800
1153 3.958468 5.810826 7.710263 8.292048
1154 3.960816 5.810872 7.704777 8.292549
1155 3.954666 5.808262 7.698643 8.292298
1156 3.958534 5.809333 7.714193 8.293299
1157 3.954855 5.809103 7.702821 8.292549
1158 3.959796 5.810629 7.702967 8.293299
1159 3.955550 5.807901 7.712313 8.293299
1160 3.957469 5.808993 7.707999 8.292298
1161 3.954912 5.809089 7.714063 8.292298
1162 3.962588 5.811612 7.706414 8.291045
1163 3.958787 5.808964 7.707105 8.293800
1164 3.954689 5.808278 7.713215 8.292799
1165 3.953146 5.808118 7.706749 8.291797
1166 3.953865 5.809912 7.704469 8.292799
1167 3.959624 5.809632 7.715276 8.292048
1168 3.958751 5.809074 7.703746 8.292549
1169 3.959872 5.810317 7.710442 8.293299
1170 3.960263 5.811038 7.708495 8.291797
1171 3.951358 5.806722 7.701328 8.293550
1172 3.955115 5.809209 7.708771 8.291797
1173 3.958180 5.809109 7.706882 8.291700
1174 3.953687 5.808294 7.706270 8.293800
1175 3.952904 5.807740 7.701874 8.293800
1176 3.954965 5.808268 7.711178 8.292048
1177 3.955170 5.809173 7.703088 8.292048
1178 3.952296 5.807973 7.695684 8.291797
1179 3.951054 5.807016 7.703322 8.293049
1180 3.957160 5.807225 7.695911 8.291296
1181 3.959356 5.810030 7.712952 8.293800
1182 3.953598 5.808393 7.702981 8.292048
1183 3.951504 5.806551 7.708741 8.293800
1184 3.957712 5.808520 7.707475 8.291797
1185 3.954262 5.807520 7.711416 8.291045
1186 3.955790 5.808598 7.701618 8.293049
1187 3.953893 5.808332 7.704223 8.291547
1188 3.953750 5.808157 7.701836 8.293049
1189 3.955422 5.809575 7.713505 8.292799
1190 3.956287 5.808599 7.708657 8.293049
1191 3.950989 5.807328 7.701415 8.293550
1192 3.956896 5.809646 7.703112 8.291547
1193 3.957743 5.809004 7.708743 8.293800
1194 3.959290 5.810484 7.707709 8.293550
1195 3.954072 5.808704 7.705805 8.292048
1196 3.953056 5.807436 7.699075 8.291045
1197 3.949723 5.805618 7.708045 8.293299
1198 3.954959 5.810119 7.708114 8.293800
1199 3.952634 5.807725 7.694085 8.292549
1200 3.956573 5.809462 7.705576 8.292298
1201 3.961139 5.811008 7.708191 8.293800
