cid,cid_shuffled,cid_shuffled_std,cid_normalized,compression_gain,snapshot,nbins,n_particles_total,box_length,n_particles_filtered,atom_types,snapshot_num,shannon_entropy
0.0115091,0.0236945,0.0,0.4857287556183924,0.5142712443816075,snapshot_66.xyz,64,4000,16.796962,4000,all,66,7.621937172621044
0.0110608,0.0236719,0.0,0.4672544240217304,0.5327455759782695,snapshot_67.xyz,64,4000,16.796962,4000,all,67,7.622437059940867
0.0112143,0.0236945,0.0,0.4732870497372808,0.5267129502627192,snapshot_68.xyz,64,4000,16.796962,4000,all,68,7.6218568721678555
0.0112851,0.023762,0.0,0.4749221446006228,0.5250778553993771,snapshot_69.xyz,64,4000,16.796962,4000,all,69,7.622426205342424
0.01099,0.0235931,0.0,0.4658141575291081,0.5341858424708918,snapshot_70.xyz,64,4000,16.796962,4000,all,70,7.618793251450144
0.0113323,0.0235481,0.0,0.4812405247132465,0.5187594752867535,snapshot_71.xyz,64,4000,16.796962,4000,all,71,7.621574154952846
0.0116504,0.0234693,0.0,0.4964102039685887,0.5035897960314113,snapshot_72.xyz,64,4000,16.796962,4000,all,72,7.619286529512156
0.0110963,0.0234918,0.0,0.4723477979550311,0.5276522020449689,snapshot_73.xyz,64,4000,16.796962,4000,all,73,7.621766678317437
0.011403,0.0236945,0.0,0.4812509232100276,0.5187490767899723,snapshot_74.xyz,64,4000,16.796962,4000,all,74,7.624539617655627
0.0111671,0.0235143,0.0,0.4749067588658816,0.5250932411341184,snapshot_75.xyz,64,4000,16.796962,4000,all,75,7.61966574986725
0.0111907,0.0236494,0.0,0.4731917088805635,0.5268082911194365,snapshot_76.xyz,64,4000,16.796962,4000,all,76,7.619032170046479
0.0111671,0.0236945,0.0,0.4712950262719196,0.5287049737280805,snapshot_77.xyz,64,4000,16.796962,4000,all,77,7.622643490050076
0.0113323,0.0238407,0.0,0.4753341974019219,0.524665802598078,snapshot_78.xyz,64,4000,16.796962,4000,all,78,7.622845860608049
0.0111435,0.0236607,0.0,0.4709708503974946,0.5290291496025055,snapshot_79.xyz,64,4000,16.796962,4000,all,79,7.6214144928946475
0.0109663,0.0235706,0.0,0.4652533240562395,0.5347466759437605,snapshot_80.xyz,64,4000,16.796962,4000,all,80,7.6175219966698045
0.0112143,0.0234918,0.0,0.4773708272673869,0.5226291727326131,snapshot_81.xyz,64,4000,16.796962,4000,all,81,7.621937949949711
0.0115915,0.023762,0.0,0.4878166820974665,0.5121833179025335,snapshot_82.xyz,64,4000,16.796962,4000,all,82,7.620835050013675
0.0111081,0.0236607,0.0,0.4694746985507613,0.5305253014492386,snapshot_83.xyz,64,4000,16.796962,4000,all,83,7.6224029450598305
0.0117798,0.0235594,0.0,0.5000042445902697,0.4999957554097303,snapshot_84.xyz,64,4000,16.796962,4000,all,84,7.6197177461190995
0.0113559,0.0235481,0.0,0.4822427287127199,0.51775727128728,snapshot_85.xyz,64,4000,16.796962,4000,all,85,7.620396943052907
0.0112379,0.0237845,0.0,0.4724883852929429,0.5275116147070571,snapshot_86.xyz,64,4000,16.796962,4000,all,86,7.623290041323034
0.0111317,0.0236832,0.0,0.4700251655181732,0.5299748344818268,snapshot_87.xyz,64,4000,16.796962,4000,all,87,7.621331682988975
0.0114502,0.0234918,0.0,0.4874126290875965,0.5125873709124035,snapshot_88.xyz,64,4000,16.796962,4000,all,88,7.619548047183374
0.0113087,0.0236832,0.0,0.4774988177273341,0.522501182272666,snapshot_89.xyz,64,4000,16.796962,4000,all,89,7.622483745061597
0.01086,0.0235706,0.0,0.4607434685582887,0.5392565314417113,snapshot_90.xyz,64,4000,16.796962,4000,all,90,7.622017545829735
0.011049,0.0235143,0.0,0.4698842831808729,0.5301157168191271,snapshot_91.xyz,64,4000,16.796962,4000,all,91,7.619029180361512
