snapshot,prefix_length,full_length,fraction,cid,cid_normalized,compression_gain,n_particles_total,box_length,nbins,snapshot_num
snapshot_147.xyz,24576,32768,0.75,0.0722487,0.7210161271007145,0.2789838728992855,4000,16.757672110741936,32,147
snapshot_147.xyz,28000,32768,0.8544921875,0.0714097,0.7154570839165254,0.2845429160834746,4000,16.757672110741936,32,147
snapshot_147.xyz,32768,32768,1.0,0.0703757,0.7088629397550557,0.29113706024494435,4000,16.757672110741936,32,147
snapshot_148.xyz,2048,32768,0.0625,0.101335,0.8708748710897215,0.1291251289102785,4000,16.757672110741936,32,148
snapshot_148.xyz,4096,32768,0.125,0.0897619,0.8417835004173192,0.1582164995826808,4000,16.757672110741936,32,148
snapshot_148.xyz,8192,32768,0.25,0.0830923,0.7971860848875584,0.20281391511244162,4000,16.757672110741936,32,148
snapshot_148.xyz,12000,32768,0.3662109375,0.0783235,0.7583093709760182,0.24169062902398175,4000,16.757672110741936,32,148
snapshot_148.xyz,16384,32768,0.5,0.076092,0.7493943154287065,0.2506056845712935,4000,16.757672110741936,32,148
snapshot_148.xyz,20000,32768,0.6103515625,0.0738915,0.7301820230048619,0.2698179769951381,4000,16.757672110741936,32,148
snapshot_148.xyz,24576,32768,0.75,0.0720633,0.7178763547975773,0.2821236452024227,4000,16.757672110741936,32,148
snapshot_148.xyz,28000,32768,0.8544921875,0.0712449,0.7075667891548316,0.2924332108451684,4000,16.757672110741936,32,148
snapshot_148.xyz,32768,32768,1.0,0.0699471,0.7070162777157828,0.2929837222842172,4000,16.757672110741936,32,148
snapshot_149.xyz,2048,32768,0.0625,0.0996498,0.8625373276436628,0.13746267235633725,4000,16.757672110741936,32,149
snapshot_149.xyz,4096,32768,0.125,0.0874576,0.8132867132867132,0.1867132867132868,4000,16.757672110741936,32,149
snapshot_149.xyz,8192,32768,0.25,0.0806022,0.7661441946675538,0.2338558053324462,4000,16.757672110741936,32,149
