cid,cid_shuffled,cid_shuffled_std,cid_normalized,compression_gain,snapshot,nbins,n_particles_total,box_length,n_particles_filtered,atom_types,snapshot_num
0.0682307,0.0967797,0.0,0.7050104515719723,0.2949895484280277,snapshot_1.xyz,32,4000,16.757672110741936,4000,all,1
0.0670127,0.0941349,0.0,0.7118794410999534,0.2881205589000466,snapshot_2.xyz,32,4000,16.757672110741936,4000,all,2
0.0683739,0.0957365,0.0,0.7141884234330689,0.2858115765669311,snapshot_3.xyz,32,4000,16.757672110741936,4000,all,3
0.0680159,0.0958061,0.0,0.7099328748378235,0.2900671251621765,snapshot_4.xyz,32,4000,16.757672110741936,4000,all,4
0.0670844,0.0935076,0.0,0.7174218993964128,0.28257810060358723,snapshot_5.xyz,32,4000,16.757672110741936,4000,all,5
0.0687317,0.0946922,0.0,0.7258433112759024,0.2741566887240976,snapshot_6.xyz,32,4000,16.757672110741936,4000,all,6
0.0673711,0.0931589,0.0,0.7231847950115341,0.2768152049884659,snapshot_7.xyz,32,4000,16.757672110741936,4000,all,7
0.0672278,0.0939955,0.0,0.7152236011298414,0.2847763988701586,snapshot_8.xyz,32,4000,16.757672110741936,4000,all,8
0.0672994,0.0944136,0.0,0.7128146792411262,0.2871853207588738,snapshot_9.xyz,32,4000,16.757672110741936,4000,all,9
0.0680159,0.093647,0.0,0.7263008959176482,0.27369910408235176,snapshot_10.xyz,32,4000,16.757672110741936,4000,all,10
0.0681591,0.0941349,0.0,0.7240577086712793,0.2759422913287207,snapshot_11.xyz,32,4000,16.757672110741936,4000,all,11
0.0697328,0.0949011,0.0,0.7347944333627323,0.2652055666372677,snapshot_12.xyz,32,4000,16.757672110741936,4000,all,12
0.0672994,0.0943439,0.0,0.7133412971055892,0.28665870289441076,snapshot_13.xyz,32,4000,16.757672110741936,4000,all,13
0.0680159,0.0946922,0.0,0.7182840825326691,0.28171591746733093,snapshot_14.xyz,32,4000,16.757672110741936,4000,all,14
0.0662236,0.09511,0.0,0.69628430238671,0.30371569761329,snapshot_15.xyz,32,4000,16.757672110741936,4000,all,15
0.0659365,0.0944833,0.0,0.6978640669832658,0.30213593301673425,snapshot_16.xyz,32,4000,16.757672110741936,4000,all,16
0.0674428,0.0949011,0.0,0.7106640492049091,0.2893359507950909,snapshot_17.xyz,32,4000,16.757672110741936,4000,all,17
0.0658647,0.0943439,0.0,0.6981341665968865,0.30186583340311346,snapshot_18.xyz,32,4000,16.757672110741936,4000,all,18
0.0683023,0.0942742,0.0,0.7245068109832806,0.2754931890167194,snapshot_19.xyz,32,4000,16.757672110741936,4000,all,19
0.0672278,0.0942046,0.0,0.7136360644809278,0.28636393551907224,snapshot_20.xyz,32,4000,16.757672110741936,4000,all,20
0.0679443,0.0942742,0.0,0.7207093775391358,0.2792906224608642,snapshot_21.xyz,32,4000,16.757672110741936,4000,all,21
0.0690894,0.0938561,0.0,0.7361205078838775,0.2638794921161225,snapshot_22.xyz,32,4000,16.757672110741936,4000,all,22
0.0691609,0.0937864,0.0,0.7374299471991674,0.26257005280083257,snapshot_23.xyz,32,4000,16.757672110741936,4000,all,23
0.0671561,0.0942046,0.0,0.71287495515081,0.28712504484919,snapshot_24.xyz,32,4000,16.757672110741936,4000,all,24
0.0670127,0.0939955,0.0,0.7129351937060816,0.2870648062939184,snapshot_25.xyz,32,4000,16.757672110741936,4000,all,25
0.0675144,0.0932286,0.0,0.7241812061963818,0.2758187938036182,snapshot_26.xyz,32,4000,16.757672110741936,4000,all,26
0.06608,0.0937167,0.0,0.7051037861981909,0.2948962138018091,snapshot_27.xyz,32,4000,16.757672110741936,4000,all,27
0.0680159,0.0937864,0.0,0.7252213540555987,0.27477864594440127,snapshot_28.xyz,32,4000,16.757672110741936,4000,all,28
0.0680875,0.0937167,0.0,0.726524728250141,0.273475271749859,snapshot_29.xyz,32,4000,16.757672110741936,4000,all,29
0.0662954,0.0939258,0.0,0.7058273658568786,0.29417263414312145,snapshot_30.xyz,32,4000,16.757672110741936,4000,all,30
0.0664389,0.0940652,0.0,0.7063069020211512,0.2936930979788488,snapshot_31.xyz,32,4000,16.757672110741936,4000,all,31
0.0683739,0.0939258,0.0,0.727956535903873,0.272043464096127,snapshot_32.xyz,32,4000,16.757672110741936,4000,all,32
0.0668693,0.0944136,0.0,0.708259191472415,0.291740808527585,snapshot_33.xyz,32,4000,16.757672110741936,4000,all,33
0.0666541,0.0946226,0.0,0.7044205084197643,0.29557949158023566,snapshot_34.xyz,32,4000,16.757672110741936,4000,all,34
0.0667258,0.0934378,0.0,0.7141199814207955,0.28588001857920453,snapshot_35.xyz,32,4000,16.757672110741936,4000,all,35
0.0653619,0.0948315,0.0,0.6892424985368786,0.3107575014631214,snapshot_36.xyz,32,4000,16.757672110741936,4000,all,36
