# RDF for snapshot_517.xyz, snapshot 517
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.027271
0.646750 0.151440
0.746250 0.583704
0.845750 1.609648
0.945250 3.100929
1.044750 3.678439
1.144250 2.869224
1.243750 1.937971
1.343250 1.408125
1.442750 1.232471
1.542250 1.247283
1.641750 1.322844
1.741250 1.371460
1.840750 1.356514
1.940250 1.361814
2.039750 1.294950
2.139250 1.273034
2.238750 1.195697
2.338250 1.183918
2.437750 1.153849
2.537250 1.127623
2.636750 1.141301
2.736250 1.125989
2.835750 1.122704
2.935250 1.118099
3.034750 1.070443
3.134250 1.078380
3.233750 1.083035
3.333250 1.066610
3.432750 1.057795
3.532250 1.063206
3.631750 1.040440
3.731250 1.046644
3.830750 1.026468
3.930250 1.033871
4.029750 1.025743
4.129250 1.013535
4.228750 1.025188
4.328250 1.021492
4.427750 1.033539
4.527250 1.001592
4.626750 1.023397
4.726250 1.001973
4.825750 0.998667
4.925250 1.010931
5.024750 1.006398
5.124250 1.012651
5.223750 1.013339
5.323250 0.989214
5.422750 1.012851
5.522250 1.001886
5.621750 0.999708
5.721250 0.996489
5.820750 1.009237
5.920250 0.995635
6.019750 1.012549
6.119250 1.001494
6.218750 0.998615
6.318250 1.001882
6.417750 0.995664
6.517250 0.997193
6.616750 0.996815
6.716250 0.995259
6.815750 0.999108
6.915250 0.995248
7.014750 1.001650
7.114250 0.996397
7.213750 0.992901
7.313250 0.995645
7.412750 0.991195
7.512250 0.988858
7.611750 0.995293
7.711250 0.999052
7.810750 1.001570
7.910250 1.005469
8.009750 0.994115
8.109250 0.995684
8.208750 1.000964
8.308250 0.997555
8.407750 1.001837
8.507250 0.997033
8.606750 1.001892
8.706250 0.995511
8.805750 0.998442
8.905251 1.005728
9.004749 0.996035
9.104250 1.001693
9.203751 1.003295
9.303249 0.997682
9.402750 0.997801
9.502251 0.998276
9.601749 0.998913
9.701250 0.999774
9.800751 0.999964
9.900249 1.003311
9.999750 1.001648
10.099251 1.002890
10.198750 1.001134
10.298250 1.001683
10.397750 1.006265
10.497250 0.998445
10.596750 1.009974
10.696250 1.002571
10.795750 1.001719
10.895250 1.008220
10.994750 1.004036
11.094250 1.003432
11.193750 1.009050
11.293250 0.998790
11.392750 1.006152
11.492250 1.005986
11.591750 0.996459
11.691250 1.000607
11.790751 1.001358
11.890250 1.009152
11.989750 1.005738
12.089251 1.007494
12.188749 1.003625
12.288250 1.001974
12.387751 1.000378
12.487249 1.000596
12.586750 1.003951
12.686251 0.998782
12.785749 1.004677
12.885250 1.000790
12.984751 1.005947
13.084249 1.006332
13.183750 1.001055
13.283251 0.998982
13.382750 1.003319
13.482250 1.002118
13.581750 1.006546
13.681250 1.006553
13.780750 1.000172
13.880250 0.999284
13.979750 1.003917
14.079250 1.003259
14.178750 1.000019
14.278250 0.999053
14.377750 1.001667
14.477250 1.004375
14.576750 1.003810
14.676250 1.003660
14.775750 1.000760
14.875250 1.004469
14.974751 0.998810
15.074250 1.007251
15.173750 1.003295
15.273251 1.000642
15.372749 1.000721
15.472250 1.002459
15.571751 1.000693
15.671249 1.001547
15.770750 1.002976
15.870251 1.001542
15.969750 0.999350
16.069250 0.998627
16.168751 1.001139
16.268250 1.002174
16.367750 1.000162
16.467251 1.001846
16.566750 0.999065
16.666250 0.998021
16.765751 1.001474
16.865250 1.001472
16.964750 0.997393
17.064251 1.004214
17.163750 1.003451
17.263250 1.000134
17.362751 1.003261
17.462250 1.000591
17.561750 0.998541
17.661251 0.998103
17.760750 0.999334
17.860249 1.002018
17.959751 1.002428
18.059250 0.999460
18.158749 0.998849
18.258251 1.002023
18.357750 0.999490
18.457249 0.999303
18.556751 0.996868
18.656250 0.997426
18.755749 0.998588
18.855251 1.000209
18.954750 0.994929
19.054249 1.001093
19.153751 0.997957
19.253250 0.997304
19.352749 0.998892
19.452251 0.997863
19.551750 0.999745
19.651249 0.998427
19.750751 0.996245
19.850250 0.998433
