# RDF for snapshot_779.xyz, snapshot 779
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.000000
0.646750 0.012213
0.746250 0.260648
0.845750 1.443822
0.945250 4.350915
1.044750 6.459057
1.144250 4.882837
1.243750 3.401701
1.343250 2.896779
1.442750 2.754501
1.542250 2.691190
1.641750 2.785034
1.741250 2.965702
1.840750 3.083947
1.940250 3.149382
2.039750 3.219663
2.139250 3.098715
2.238750 2.949318
2.338250 2.909624
2.437750 2.848192
2.537250 2.829075
2.636750 2.821011
2.736250 2.871027
2.835750 2.848257
2.935250 2.868848
3.034750 2.795645
3.134250 2.822503
3.233750 2.771899
3.333250 2.757781
3.432750 2.726708
3.532250 2.697109
3.631750 2.707814
3.731250 2.736054
3.830750 2.690931
3.930250 2.677089
4.029750 2.648071
4.129250 2.633018
4.228750 2.647606
4.328250 2.604164
4.427750 2.586668
4.527250 2.574301
4.626750 2.559569
4.726250 2.566478
4.825750 2.551152
4.925250 2.515279
5.024750 2.538802
5.124250 2.509347
5.223750 2.486043
5.323250 2.461910
5.422750 2.472948
5.522250 2.447481
5.621750 2.440578
5.721250 2.409864
5.820750 2.402553
5.920250 2.395436
6.019750 2.371239
6.119250 2.359765
6.218750 2.344935
6.318250 2.338769
6.417750 2.332180
6.517250 2.318090
6.616750 2.299792
6.716250 2.288993
6.815750 2.275974
6.915250 2.253704
7.014750 2.246707
7.114250 2.224392
7.213750 2.221069
7.313250 2.207786
7.412750 2.193775
7.512250 2.175665
7.611750 2.165452
7.711250 2.148248
7.810750 2.139769
7.910250 2.111357
8.009750 2.121977
8.109250 2.095838
8.208750 2.088955
8.308250 2.071049
8.407750 2.052360
8.507250 2.045488
8.606750 2.029060
8.706250 2.014103
8.805750 2.007334
8.905251 2.001543
9.004749 1.980152
9.104250 1.960357
9.203751 1.958582
9.303249 1.928737
9.402750 1.919859
9.502251 1.912914
9.601749 1.886494
9.701250 1.886883
9.800751 1.877489
9.900249 1.857038
9.999750 1.845890
10.099251 1.832534
10.198750 1.822592
10.298250 1.799062
10.397750 1.790280
10.497250 1.782645
10.596750 1.773319
10.696250 1.752072
10.795750 1.739906
10.895250 1.730555
10.994750 1.717014
11.094250 1.703395
11.193750 1.694719
11.293250 1.685826
11.392750 1.672964
11.492250 1.659141
11.591750 1.648151
11.691250 1.631640
11.790751 1.619935
11.890250 1.608734
11.989750 1.594005
12.089251 1.592717
12.188749 1.578713
12.288250 1.562212
12.387751 1.554433
12.487249 1.536267
12.586750 1.530655
12.686251 1.518570
12.785749 1.504860
12.885250 1.500257
12.984751 1.485549
13.084249 1.479669
13.183750 1.464625
13.283251 1.452201
13.382750 1.443498
13.482250 1.431250
13.581750 1.421599
13.681250 1.413293
13.780750 1.402480
13.880250 1.397593
13.979750 1.376569
14.079250 1.376904
14.178750 1.363483
14.278250 1.349743
14.377750 1.337777
14.477250 1.328774
14.576750 1.326496
14.676250 1.314146
14.775750 1.302499
14.875250 1.293672
14.974751 1.283997
15.074250 1.278232
15.173750 1.263784
15.273251 1.258052
15.372749 1.244258
15.472250 1.238507
15.571751 1.231631
15.671249 1.218940
15.770750 1.214269
15.870251 1.205128
15.969750 1.195468
16.069250 1.188015
16.168751 1.177459
16.268250 1.167462
16.367750 1.162619
16.467251 1.151399
16.566750 1.147636
16.666250 1.137103
16.765751 1.129803
16.865250 1.119779
16.964750 1.112435
17.064251 1.104681
17.163750 1.096267
17.263250 1.091969
17.362751 1.079070
17.462250 1.078880
17.561750 1.065390
17.661251 1.055711
17.760750 1.049429
17.860249 1.044634
17.959751 1.040905
18.059250 1.031229
18.158749 1.027246
18.258251 1.018694
18.357750 1.008544
18.457249 1.002382
18.556751 0.996740
18.656250 0.992046
18.755749 0.983611
18.855251 0.980231
18.954750 0.968700
19.054249 0.970358
19.153751 0.958089
19.253250 0.957848
19.352749 0.950878
19.452251 0.943826
19.551750 0.936184
19.651249 0.933070
19.750751 0.927678
19.850250 0.918342
