# RDF for snapshot_870.xyz, snapshot 870
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.000000
0.646750 0.000000
0.746250 0.058737
0.845750 1.156487
0.945250 5.722238
1.044750 10.992206
1.144250 8.663930
1.243750 5.864842
1.343250 4.416057
1.442750 3.765747
1.542250 3.684628
1.641750 3.874748
1.741250 4.399270
1.840750 5.024629
1.940250 5.473900
2.039750 5.428753
2.139250 5.297225
2.238750 4.790957
2.338250 4.422096
2.437750 4.324305
2.537250 4.302044
2.636750 4.426223
2.736250 4.588721
2.835750 4.694100
2.935250 4.698248
3.034750 4.644219
3.134250 4.503167
3.233750 4.380397
3.333250 4.292328
3.432750 4.274354
3.532250 4.246588
3.631750 4.300683
3.731250 4.323482
3.830750 4.304749
3.930250 4.273455
4.029750 4.207425
4.129250 4.141913
4.228750 4.102355
4.328250 4.073316
4.427750 4.065129
4.527250 4.044049
4.626750 4.001966
4.726250 3.987521
4.825750 3.975349
4.925250 3.943542
5.024750 3.887944
5.124250 3.865110
5.223750 3.833579
5.323250 3.790754
5.422750 3.793014
5.522250 3.755680
5.621750 3.733212
5.721250 3.707008
5.820750 3.654468
5.920250 3.646690
6.019750 3.609262
6.119250 3.576670
6.218750 3.538612
6.318250 3.535283
6.417750 3.502321
6.517250 3.476159
6.616750 3.456095
6.716250 3.413688
6.815750 3.387413
6.915250 3.350260
7.014750 3.327214
7.114250 3.302138
7.213750 3.279832
7.313250 3.250459
7.412750 3.222240
7.512250 3.202027
7.611750 3.160233
7.711250 3.146319
7.810750 3.106546
7.910250 3.087173
8.009750 3.062941
8.109250 3.034452
8.208750 3.007441
8.308250 2.967935
8.407750 2.957106
8.507250 2.924978
8.606750 2.895056
8.706250 2.868531
8.805750 2.856672
8.905251 2.821186
9.004749 2.793308
9.104250 2.763060
9.203751 2.744715
9.303249 2.725311
9.402750 2.686583
9.502251 2.666638
9.601749 2.645625
9.701250 2.611215
9.800751 2.590825
9.900249 2.565212
9.999750 2.535971
10.099251 2.521703
10.198750 2.495108
10.298250 2.466656
10.397750 2.446239
10.497250 2.415256
10.596750 2.394396
10.696250 2.372213
10.795750 2.347341
10.895250 2.325101
10.994750 2.306676
11.094250 2.272857
11.193750 2.256772
11.293250 2.223987
11.392750 2.207125
11.492250 2.184202
11.591750 2.159288
11.691250 2.140291
11.790751 2.116787
11.890250 2.097371
11.989750 2.073961
12.089251 2.043794
12.188749 2.019874
12.288250 2.007463
12.387751 1.985907
12.487249 1.963157
12.586750 1.944649
12.686251 1.919136
12.785749 1.896378
12.885250 1.880759
12.984751 1.857215
13.084249 1.828958
13.183750 1.819078
13.283251 1.802185
13.382750 1.775583
13.482250 1.754485
13.581750 1.734906
13.681250 1.715114
13.780750 1.698612
13.880250 1.679807
13.979750 1.658588
14.079250 1.639631
14.178750 1.620400
14.278250 1.605302
14.377750 1.584800
14.477250 1.566129
14.576750 1.552093
14.676250 1.526471
14.775750 1.511165
14.875250 1.495779
14.974751 1.476239
15.074250 1.462034
15.173750 1.442776
15.273251 1.432219
15.372749 1.410709
15.472250 1.392760
15.571751 1.376495
15.671249 1.361657
15.770750 1.346933
15.870251 1.329728
15.969750 1.318017
16.069250 1.297352
16.168751 1.284912
16.268250 1.271383
16.367750 1.256589
16.467251 1.237635
16.566750 1.224800
16.666250 1.212970
16.765751 1.201633
16.865250 1.183239
16.964750 1.171901
17.064251 1.156093
17.163750 1.140810
17.263250 1.132783
17.362751 1.115311
17.462250 1.103137
17.561750 1.093712
17.661251 1.083281
17.760750 1.067223
17.860249 1.056763
17.959751 1.042254
18.059250 1.030285
18.158749 1.018470
18.258251 1.011169
18.357750 1.000562
18.457249 0.989423
18.556751 0.973338
18.656250 0.966998
18.755749 0.955206
18.855251 0.946068
18.954750 0.932734
19.054249 0.924569
19.153751 0.914598
19.253250 0.904690
19.352749 0.898686
19.452251 0.887122
19.551750 0.878086
19.651249 0.869123
19.750751 0.860093
19.850250 0.849497
