# RDF for snapshot_710.xyz, snapshot 710
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.000000
0.646750 0.014655
0.746250 0.233114
0.845750 1.432386
0.945250 4.215844
1.044750 5.848015
1.144250 4.225698
1.243750 2.924815
1.343250 2.439691
1.442750 2.343514
1.542250 2.260513
1.641750 2.368893
1.741250 2.417860
1.840750 2.523943
1.940250 2.585789
2.039750 2.568006
2.139250 2.476511
2.238750 2.377303
2.338250 2.281346
2.437750 2.237767
2.537250 2.194985
2.636750 2.195886
2.736250 2.210418
2.835750 2.176671
2.935250 2.190813
3.034750 2.147555
3.134250 2.122061
3.233750 2.090597
3.333250 2.066885
3.432750 2.019687
3.532250 2.020001
3.631750 1.980686
3.731250 1.988073
3.830750 1.974391
3.930250 1.937190
4.029750 1.922764
4.129250 1.911920
4.228750 1.884826
4.328250 1.859547
4.427750 1.846837
4.527250 1.810546
4.626750 1.798752
4.726250 1.794835
4.825750 1.780075
4.925250 1.741889
5.024750 1.731660
5.124250 1.718563
5.223750 1.704130
5.323250 1.702939
5.422750 1.675635
5.522250 1.648114
5.621750 1.635992
5.721250 1.623943
5.820750 1.609165
5.920250 1.589704
6.019750 1.590789
6.119250 1.564880
6.218750 1.548872
6.318250 1.554431
6.417750 1.521457
6.517250 1.521782
6.616750 1.498800
6.716250 1.482154
6.815750 1.478609
6.915250 1.463812
7.014750 1.445992
7.114250 1.446751
7.213750 1.426884
7.313250 1.424447
7.412750 1.393043
7.512250 1.393627
7.611750 1.383314
7.711250 1.369426
7.810750 1.356983
7.910250 1.352184
8.009750 1.341398
8.109250 1.326203
8.208750 1.325376
8.308250 1.311352
8.407750 1.297633
8.507250 1.286745
8.606750 1.283328
8.706250 1.268091
8.805750 1.263803
8.905251 1.262798
9.004749 1.250315
9.104250 1.237197
9.203751 1.230891
9.303249 1.226875
9.402750 1.214502
9.502251 1.205737
9.601749 1.196085
9.701250 1.189336
9.800751 1.185693
9.900249 1.177883
9.999750 1.167889
10.099251 1.160608
10.198750 1.156543
10.298250 1.150614
10.397750 1.144447
10.497250 1.138648
10.596750 1.125941
10.696250 1.119753
10.795750 1.115286
10.895250 1.110029
10.994750 1.102058
11.094250 1.094377
11.193750 1.096915
11.293250 1.084996
11.392750 1.078611
11.492250 1.079482
11.591750 1.068831
11.691250 1.063849
11.790751 1.063121
11.890250 1.057880
11.989750 1.051115
12.089251 1.050544
12.188749 1.040552
12.288250 1.032115
12.387751 1.031065
12.487249 1.026824
12.586750 1.028163
12.686251 1.020666
12.785749 1.016512
12.885250 1.012033
12.984751 1.007505
13.084249 1.009037
13.183750 1.002895
13.283251 0.996499
13.382750 0.997400
13.482250 0.994352
13.581750 0.988074
13.681250 0.990504
13.780750 0.986011
13.880250 0.978583
13.979750 0.980801
14.079250 0.975356
14.178750 0.972397
14.278250 0.969387
14.377750 0.969637
14.477250 0.965362
14.576750 0.965197
14.676250 0.963423
14.775750 0.963856
14.875250 0.959835
14.974751 0.960063
15.074250 0.952230
15.173750 0.957270
15.273251 0.953143
15.372749 0.952339
15.472250 0.949512
15.571751 0.946459
15.671249 0.951128
15.770750 0.947047
15.870251 0.946720
15.969750 0.945420
16.069250 0.944854
16.168751 0.945388
16.268250 0.945084
16.367750 0.941577
16.467251 0.940211
16.566750 0.941895
16.666250 0.938801
16.765751 0.943748
16.865250 0.938997
16.964750 0.938137
17.064251 0.943173
17.163750 0.940044
17.263250 0.937516
17.362751 0.938451
17.462250 0.937285
17.561750 0.939290
17.661251 0.937701
17.760750 0.940217
17.860249 0.940151
17.959751 0.939048
18.059250 0.938126
18.158749 0.938682
18.258251 0.937187
18.357750 0.941760
18.457249 0.940604
18.556751 0.939689
18.656250 0.941496
18.755749 0.942460
18.855251 0.942487
18.954750 0.938664
19.054249 0.944477
19.153751 0.940027
19.253250 0.942338
19.352749 0.944391
19.452251 0.944807
19.551750 0.945878
19.651249 0.945363
19.750751 0.944598
19.850250 0.946783
