# RDF for snapshot_885.xyz, snapshot 885
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.000000
0.646750 0.000000
0.746250 0.056902
0.845750 1.159347
0.945250 5.748565
1.044750 10.961279
1.144250 8.759258
1.243750 5.840370
1.343250 4.476737
1.442750 3.806550
1.542250 3.602021
1.641750 3.875128
1.741250 4.408384
1.840750 5.061177
1.940250 5.479338
2.039750 5.542898
2.139250 5.259204
2.238750 4.796675
2.338250 4.506903
2.437750 4.318105
2.537250 4.325417
2.636750 4.464208
2.736250 4.634658
2.835750 4.705174
2.935250 4.736861
3.034750 4.650776
3.134250 4.528696
3.233750 4.434823
3.333250 4.323284
3.432750 4.285298
3.532250 4.281949
3.631750 4.344998
3.731250 4.349805
3.830750 4.327351
3.930250 4.285583
4.029750 4.238313
4.129250 4.174033
4.228750 4.129088
4.328250 4.080010
4.427750 4.095727
4.527250 4.090473
4.626750 4.043091
4.726250 4.053078
4.825750 3.996558
4.925250 3.940672
5.024750 3.931976
5.124250 3.875129
5.223750 3.856069
5.323250 3.821009
5.422750 3.816130
5.522250 3.805614
5.621750 3.747026
5.721250 3.734091
5.820750 3.700589
5.920250 3.663046
6.019750 3.620575
6.119250 3.607453
6.218750 3.582923
6.318250 3.553823
6.417750 3.532694
6.517250 3.500080
6.616750 3.466009
6.716250 3.439321
6.815750 3.397869
6.915250 3.374449
7.014750 3.341850
7.114250 3.333731
7.213750 3.302917
7.313250 3.281591
7.412750 3.237116
7.512250 3.218997
7.611750 3.184386
7.711250 3.149667
7.810750 3.126707
7.910250 3.109628
8.009750 3.087275
8.109250 3.042625
8.208750 3.036800
8.308250 2.990937
8.407750 2.965077
8.507250 2.939682
8.606750 2.913285
8.706250 2.894609
8.805750 2.864296
8.905251 2.842776
9.004749 2.806148
9.104250 2.777102
9.203751 2.767006
9.303249 2.724234
9.402750 2.707581
9.502251 2.683429
9.601749 2.663342
9.701250 2.631267
9.800751 2.605942
9.900249 2.576200
9.999750 2.558709
10.099251 2.530470
10.198750 2.505221
10.298250 2.472250
10.397750 2.460911
10.497250 2.433163
10.596750 2.417009
10.696250 2.386279
10.795750 2.363849
10.895250 2.326270
10.994750 2.312155
11.094250 2.283221
11.193750 2.270583
11.293250 2.234811
11.392750 2.220849
11.492250 2.193282
11.591750 2.175165
11.691250 2.156993
11.790751 2.123318
11.890250 2.104424
11.989750 2.076607
12.089251 2.051488
12.188749 2.037728
12.288250 2.008625
12.387751 1.990637
12.487249 1.977850
12.586750 1.949182
12.686251 1.929341
12.785749 1.901131
12.885250 1.884794
12.984751 1.864386
13.084249 1.841465
13.183750 1.820300
13.283251 1.801027
13.382750 1.780965
13.482250 1.765059
13.581750 1.739193
13.681250 1.719774
13.780750 1.702329
13.880250 1.681268
13.979750 1.658897
14.079250 1.642353
14.178750 1.625204
14.278250 1.607526
14.377750 1.592488
14.477250 1.564553
14.576750 1.548294
14.676250 1.529177
14.775750 1.517074
14.875250 1.494950
14.974751 1.478741
15.074250 1.462492
15.173750 1.443903
15.273251 1.429760
15.372749 1.412227
15.472250 1.391529
15.571751 1.381088
15.671249 1.358818
15.770750 1.346023
15.870251 1.333256
15.969750 1.314820
16.069250 1.299134
16.168751 1.281560
16.268250 1.266969
16.367750 1.257363
16.467251 1.238260
16.566750 1.227547
16.666250 1.211558
16.765751 1.196102
16.865250 1.181438
16.964750 1.171524
17.064251 1.155364
17.163750 1.138709
17.263250 1.126907
17.362751 1.116751
17.462250 1.103862
17.561750 1.094445
17.661251 1.076748
17.760750 1.067274
17.860249 1.053318
17.959751 1.040996
18.059250 1.026330
18.158749 1.017720
18.258251 1.011029
18.357750 0.995301
18.457249 0.985919
18.556751 0.974423
18.656250 0.965589
18.755749 0.950209
18.855251 0.942440
18.954750 0.930266
19.054249 0.922346
19.153751 0.915612
19.253250 0.903396
19.352749 0.892648
19.452251 0.883681
19.551750 0.875665
19.651249 0.865883
19.750751 0.859225
19.850250 0.846847
