# RDF for snapshot_348.xyz, snapshot 348
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.000000
0.646750 0.041524
0.746250 0.343247
0.845750 1.513869
0.945250 3.846113
1.044750 5.147003
1.144250 3.900644
1.243750 2.513409
1.343250 2.113038
1.442750 2.084434
1.542250 2.006238
1.641750 2.003630
1.741250 2.146134
1.840750 2.169637
1.940250 2.258453
2.039750 2.223358
2.139250 2.094735
2.238750 2.023597
2.338250 1.996973
2.437750 1.943233
2.537250 1.921666
2.636750 1.939417
2.736250 1.922494
2.835750 1.905415
2.935250 1.884289
3.034750 1.853242
3.134250 1.840405
3.233750 1.840983
3.333250 1.814075
3.432750 1.805731
3.532250 1.826131
3.631750 1.809672
3.731250 1.800030
3.830750 1.752356
3.930250 1.748455
4.029750 1.747898
4.129250 1.734873
4.228750 1.731583
4.328250 1.729498
4.427750 1.749090
4.527250 1.716900
4.626750 1.708850
4.726250 1.698139
4.825750 1.700358
4.925250 1.684941
5.024750 1.674249
5.124250 1.687570
5.223750 1.677044
5.323250 1.662334
5.422750 1.649856
5.522250 1.652931
5.621750 1.647005
5.721250 1.639143
5.820750 1.636327
5.920250 1.640232
6.019750 1.626355
6.119250 1.615441
6.218750 1.602872
6.318250 1.598986
6.417750 1.585482
6.517250 1.596906
6.616750 1.592900
6.716250 1.581464
6.815750 1.572054
6.915250 1.573190
7.014750 1.569453
7.114250 1.566924
7.213750 1.555449
7.313250 1.540418
7.412750 1.544336
7.512250 1.541756
7.611750 1.537190
7.711250 1.542322
7.810750 1.523724
7.910250 1.516760
8.009750 1.510895
8.109250 1.506578
8.208750 1.503018
8.308250 1.499091
8.407750 1.506643
8.507250 1.487189
8.606750 1.496038
8.706250 1.486217
8.805750 1.474494
8.905251 1.476379
9.004749 1.468790
9.104250 1.465803
9.203751 1.455412
9.303249 1.461610
9.402750 1.455113
9.502251 1.451066
9.601749 1.440508
9.701250 1.436286
9.800751 1.437168
9.900249 1.435284
9.999750 1.421768
10.099251 1.425450
10.198750 1.416592
10.298250 1.411145
10.397750 1.405035
10.497250 1.398110
10.596750 1.396474
10.696250 1.390723
10.795750 1.377602
10.895250 1.381663
10.994750 1.373969
11.094250 1.367366
11.193750 1.363503
11.293250 1.353748
11.392750 1.351507
11.492250 1.342423
11.591750 1.341001
11.691250 1.339118
11.790751 1.327793
11.890250 1.321783
11.989750 1.321981
12.089251 1.315689
12.188749 1.313741
12.288250 1.306531
12.387751 1.303396
12.487249 1.289658
12.586750 1.294966
12.686251 1.285115
12.785749 1.279106
12.885250 1.272781
12.984751 1.271353
13.084249 1.265148
13.183750 1.264846
13.283251 1.260931
13.382750 1.259500
13.482250 1.247166
13.581750 1.243144
13.681250 1.236203
13.780750 1.232665
13.880250 1.226923
13.979750 1.221391
14.079250 1.222180
14.178750 1.218014
14.278250 1.208003
14.377750 1.203054
14.477250 1.200015
14.576750 1.194853
14.676250 1.189536
14.775750 1.186756
14.875250 1.180421
14.974751 1.177229
15.074250 1.172913
15.173750 1.167061
15.273251 1.165010
15.372749 1.155905
15.472250 1.151390
15.571751 1.147317
15.671249 1.142863
15.770750 1.138789
15.870251 1.131903
15.969750 1.136562
16.069250 1.129547
16.168751 1.121107
16.268250 1.119803
16.367750 1.113509
16.467251 1.109852
16.566750 1.105426
16.666250 1.098867
16.765751 1.102420
16.865250 1.096437
16.964750 1.092132
17.064251 1.084450
17.163750 1.082243
17.263250 1.079039
17.362751 1.071224
17.462250 1.072093
17.561750 1.068696
17.661251 1.065273
17.760750 1.058928
17.860249 1.055687
17.959751 1.052177
18.059250 1.048748
18.158749 1.049299
18.258251 1.040364
18.357750 1.036557
18.457249 1.036081
18.556751 1.032078
18.656250 1.028013
18.755749 1.024007
18.855251 1.025405
18.954750 1.020926
19.054249 1.015869
19.153751 1.011054
19.253250 1.009519
19.352749 1.005766
19.452251 0.999010
19.551750 1.001060
19.651249 0.996054
19.750751 0.991763
19.850250 0.992097
