# RDF for snapshot_754.xyz, snapshot 754
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.000000
0.646750 0.017098
0.746250 0.269825
0.845750 1.423809
0.945250 4.302839
1.044750 6.423444
1.144250 4.737501
1.243750 3.391449
1.343250 2.806325
1.442750 2.699441
1.542250 2.609443
1.641750 2.717070
1.741250 2.823931
1.840750 2.985176
1.940250 3.072986
2.039750 3.047462
2.139250 2.964746
2.238750 2.887032
2.338250 2.783257
2.437750 2.739680
2.537250 2.722545
2.636750 2.740478
2.736250 2.727612
2.835750 2.761572
2.935250 2.737566
3.034750 2.686167
3.134250 2.636503
3.233750 2.682625
3.333250 2.615621
3.432750 2.632456
3.532250 2.586185
3.631750 2.585268
3.731250 2.581575
3.830750 2.540117
3.930250 2.544086
4.029750 2.550804
4.129250 2.515946
4.228750 2.475530
4.328250 2.507720
4.427750 2.476547
4.527250 2.471465
4.626750 2.449583
4.726250 2.423543
4.825750 2.439677
4.925250 2.410392
5.024750 2.402106
5.124250 2.369662
5.223750 2.371174
5.323250 2.352739
5.422750 2.348600
5.522250 2.328699
5.621750 2.323048
5.721250 2.314290
5.820750 2.307500
5.920250 2.269174
6.019750 2.259145
6.119250 2.254786
6.218750 2.242335
6.318250 2.238939
6.417750 2.217950
6.517250 2.201126
6.616750 2.184590
6.716250 2.181285
6.815750 2.163666
6.915250 2.136244
7.014750 2.125981
7.114250 2.129694
7.213750 2.107680
7.313250 2.100342
7.412750 2.080105
7.512250 2.064242
7.611750 2.067886
7.711250 2.034247
7.810750 2.019827
7.910250 2.019429
8.009750 1.995331
8.109250 1.990418
8.208750 1.987776
8.308250 1.969119
8.407750 1.954494
8.507250 1.929226
8.606750 1.933166
8.706250 1.911361
8.805750 1.901005
8.905251 1.889302
9.004749 1.882990
9.104250 1.870353
9.203751 1.850325
9.303249 1.849237
9.402750 1.831328
9.502251 1.810825
9.601749 1.799134
9.701250 1.797065
9.800751 1.783815
9.900249 1.771122
9.999750 1.760494
10.099251 1.751988
10.198750 1.731933
10.298250 1.718805
10.397750 1.714648
10.497250 1.692023
10.596750 1.684825
10.696250 1.683189
10.795750 1.668298
10.895250 1.653302
10.994750 1.638707
11.094250 1.626997
11.193750 1.623342
11.293250 1.603216
11.392750 1.589971
11.492250 1.584138
11.591750 1.575367
11.691250 1.560273
11.790751 1.554432
11.890250 1.546662
11.989750 1.533453
12.089251 1.516627
12.188749 1.506396
12.288250 1.499778
12.387751 1.480601
12.487249 1.481369
12.586750 1.470694
12.686251 1.455557
12.785749 1.446700
12.885250 1.437872
12.984751 1.424581
13.084249 1.419974
13.183750 1.407654
13.283251 1.395502
13.382750 1.388594
13.482250 1.381005
13.581750 1.374286
13.681250 1.361202
13.780750 1.352931
13.880250 1.342822
13.979750 1.333626
14.079250 1.324070
14.178750 1.313621
14.278250 1.303840
14.377750 1.301559
14.477250 1.286689
14.576750 1.287701
14.676250 1.273957
14.775750 1.263527
14.875250 1.257611
14.974751 1.246620
15.074250 1.240196
15.173750 1.229737
15.273251 1.227449
15.372749 1.218550
15.472250 1.208226
15.571751 1.205188
15.671249 1.193374
15.770750 1.184858
15.870251 1.178438
15.969750 1.173523
16.069250 1.166103
16.168751 1.158101
16.268250 1.152652
16.367750 1.146700
16.467251 1.135492
16.566750 1.130812
16.666250 1.123380
16.765751 1.115363
16.865250 1.110090
16.964750 1.102330
17.064251 1.095291
17.163750 1.092529
17.263250 1.083166
17.362751 1.080318
17.462250 1.070722
17.561750 1.065529
17.661251 1.061165
17.760750 1.055823
17.860249 1.048062
17.959751 1.041872
18.059250 1.035933
18.158749 1.028445
18.258251 1.026391
18.357750 1.020827
18.457249 1.017653
18.556751 1.009265
18.656250 1.004414
18.755749 0.997427
18.855251 0.991649
18.954750 0.984292
19.054249 0.986141
19.153751 0.979786
19.253250 0.974219
19.352749 0.964751
19.452251 0.967244
19.551750 0.961120
19.651249 0.953263
19.750751 0.949122
19.850250 0.942272
