# RDF for snapshot_411.xyz, snapshot 411
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.005085
0.547250 0.057951
0.646750 0.190521
0.746250 0.730547
0.845750 1.538171
0.945250 2.877717
1.044750 3.350425
1.144250 2.715292
1.243750 1.984271
1.343250 1.389978
1.442750 1.259509
1.542250 1.199956
1.641750 1.222226
1.741250 1.274921
1.840750 1.298520
1.940250 1.296565
2.039750 1.256082
2.139250 1.186704
2.238750 1.160163
2.338250 1.130751
2.437750 1.116989
2.537250 1.098208
2.636750 1.092569
2.736250 1.067475
2.835750 1.086426
2.935250 1.084120
3.034750 1.058884
3.134250 1.066189
3.233750 1.043586
3.333250 1.033258
3.432750 1.016967
3.532250 1.023251
3.631750 1.027712
3.731250 1.025322
3.830750 1.028631
3.930250 1.010146
4.029750 1.006138
4.129250 1.014976
4.228750 1.015628
4.328250 1.001765
4.427750 1.008111
4.527250 1.007085
4.626750 1.017898
4.726250 1.003394
4.825750 1.008821
4.925250 0.998777
5.024750 1.000479
5.124250 0.990429
5.223750 0.987755
5.323250 0.993911
5.422750 1.000632
5.522250 0.994132
5.621750 0.997149
5.721250 0.988921
5.820750 0.996456
5.920250 1.001097
6.019750 1.004074
6.119250 0.996505
6.218750 1.003499
6.318250 1.002934
6.417750 0.999392
6.517250 0.991577
6.616750 0.993191
6.716250 0.999820
6.815750 1.000364
6.915250 0.997003
7.014750 1.004271
7.114250 1.002495
7.213750 1.008137
7.313250 0.996927
7.412750 0.996272
7.512250 0.997320
7.611750 1.004410
7.711250 0.997261
7.810750 0.995462
7.910250 1.007956
8.009750 1.001487
8.109250 0.989410
8.208750 1.003258
8.308250 1.002152
8.407750 0.998810
8.507250 0.995222
8.606750 0.998147
8.706250 1.003425
8.805750 1.000158
8.905251 0.998357
9.004749 1.001874
9.104250 1.002477
9.203751 1.001222
9.303249 0.997398
9.402750 1.000690
9.502251 1.006337
9.601749 1.006364
9.701250 0.993792
9.800751 0.999186
9.900249 1.002376
9.999750 1.009700
10.099251 0.996953
10.198750 1.001291
10.298250 1.001982
10.397750 1.003789
10.497250 0.994441
10.596750 1.001847
10.696250 1.002808
10.795750 0.996335
10.895250 0.996617
10.994750 1.000746
11.094250 1.000537
11.193750 0.998115
11.293250 1.001411
11.392750 1.001731
11.492250 0.995352
11.591750 0.998984
11.691250 0.999184
11.790751 0.996668
11.890250 0.994953
11.989750 0.999500
12.089251 1.003967
12.188749 0.999780
12.288250 0.993476
12.387751 0.993003
12.487249 0.996788
12.586750 0.997073
12.686251 0.998028
12.785749 0.999107
12.885250 0.994779
12.984751 0.998006
13.084249 0.997966
13.183750 0.996205
13.283251 0.991787
13.382750 0.997591
13.482250 0.994555
13.581750 0.995325
13.681250 0.991855
13.780750 0.998948
13.880250 0.991800
13.979750 0.995192
14.079250 0.995835
14.178750 0.992068
14.278250 0.995187
14.377750 0.993588
14.477250 0.995031
14.576750 0.995225
14.676250 0.998650
14.775750 0.993575
14.875250 0.993664
14.974751 0.995464
15.074250 0.999587
15.173750 0.993418
15.273251 0.994366
15.372749 0.997997
15.472250 0.992969
15.571751 0.996068
15.671249 0.993925
15.770750 0.997177
15.870251 0.999554
15.969750 0.994210
16.069250 0.996874
16.168751 0.994633
16.268250 0.996361
16.367750 0.998250
16.467251 1.000321
16.566750 1.001928
16.666250 0.999073
16.765751 0.997643
16.865250 0.999630
16.964750 0.997674
17.064251 0.998431
17.163750 0.998994
17.263250 0.999229
17.362751 0.997826
17.462250 1.000658
17.561750 0.998964
17.661251 0.998382
17.760750 0.998675
17.860249 0.999718
17.959751 1.001666
18.059250 0.997577
18.158749 0.998839
18.258251 0.996847
18.357750 0.997546
18.457249 0.998855
18.556751 1.000122
18.656250 1.003107
18.755749 0.998100
18.855251 1.001533
18.954750 0.998839
19.054249 0.999596
19.153751 0.999278
19.253250 1.000103
19.352749 0.998957
19.452251 1.001268
19.551750 0.998770
19.651249 1.000347
19.750751 1.000934
19.850250 1.004343
