# RDF for snapshot_539.xyz, snapshot 539
# r	g(r)
0.049750 0.000000
0.149250 0.000000
0.248750 0.000000
0.348250 0.000000
0.447750 0.000000
0.547250 0.017044
0.646750 0.129457
0.746250 0.600224
0.845750 1.565332
0.945250 2.993329
1.044750 3.743104
1.144250 3.036439
1.243750 1.904900
1.343250 1.425138
1.442750 1.320469
1.542250 1.293320
1.641750 1.295126
1.741250 1.328929
1.840750 1.371616
1.940250 1.319674
2.039750 1.351284
2.139250 1.261627
2.238750 1.219182
2.338250 1.169316
2.437750 1.157121
2.537250 1.130326
2.636750 1.151018
2.736250 1.106849
2.835750 1.103101
2.935250 1.078179
3.034750 1.074333
3.134250 1.070148
3.233750 1.075203
3.333250 1.057028
3.432750 1.059185
3.532250 1.072231
3.631750 1.044010
3.731250 1.040100
3.830750 1.021795
3.930250 1.024195
4.029750 1.028895
4.129250 1.035808
4.228750 1.028050
4.328250 1.017284
4.427750 1.006649
4.527250 1.018173
4.626750 1.008645
4.726250 1.006808
4.825750 0.998491
4.925250 1.008146
5.024750 1.018156
5.124250 1.014600
5.223750 1.011257
5.323250 1.008054
5.422750 0.993287
5.522250 1.006015
5.621750 1.009879
5.721250 1.000367
5.820750 0.999296
5.920250 0.993269
6.019750 0.999865
6.119250 1.005964
6.218750 1.006437
6.318250 1.000600
6.417750 1.004910
6.517250 1.000470
6.616750 1.003409
6.716250 1.008240
6.815750 0.996750
6.915250 1.000386
7.014750 1.003564
7.114250 1.012396
7.213750 1.001675
7.313250 1.007627
7.412750 1.007506
7.512250 1.011505
7.611750 1.008120
7.711250 1.006781
7.810750 0.998617
7.910250 1.005551
8.009750 1.008420
8.109250 1.004977
8.208750 1.004359
8.308250 1.011540
8.407750 1.006586
8.507250 1.005364
8.606750 1.009838
8.706250 1.004749
8.805750 1.003974
8.905251 0.999274
9.004749 1.003345
9.104250 1.000013
9.203751 1.003778
9.303249 1.001141
9.402750 0.997609
9.502251 1.004580
9.601749 1.002766
9.701250 1.002961
9.800751 1.006646
9.900249 1.008570
9.999750 0.996412
10.099251 0.997625
10.198750 1.002831
10.298250 0.994627
10.397750 0.998799
10.497250 1.001246
10.596750 1.006150
10.696250 1.005725
10.795750 0.996054
10.895250 0.999135
10.994750 0.996067
11.094250 0.996092
11.193750 0.998180
11.293250 1.000869
11.392750 0.999062
11.492250 0.998417
11.591750 1.001754
11.691250 1.000761
11.790751 0.997787
11.890250 0.997027
11.989750 0.998353
12.089251 0.994931
12.188749 0.995811
12.288250 0.992784
12.387751 1.000995
12.487249 0.999746
12.586750 0.997535
12.686251 0.999237
12.785749 0.998712
12.885250 0.997171
12.984751 0.999326
13.084249 0.997942
13.183750 0.998914
13.283251 0.997496
13.382750 1.004490
13.482250 1.002067
13.581750 1.000164
13.681250 1.000387
13.780750 0.998347
13.880250 0.996736
13.979750 0.999936
14.079250 1.005000
14.178750 1.005936
14.278250 1.002558
14.377750 1.000234
14.477250 0.997742
14.576750 1.000746
14.676250 1.003919
14.775750 0.999834
14.875250 1.002047
14.974751 1.000730
15.074250 1.002552
15.173750 1.004407
15.273251 1.001361
15.372749 1.001633
15.472250 1.000081
15.571751 1.003977
15.671249 1.001610
15.770750 1.001848
15.870251 1.004997
15.969750 0.998222
16.069250 1.000129
16.168751 1.002811
16.268250 1.000279
16.367750 1.002042
16.467251 1.001702
16.566750 0.999373
16.666250 1.000684
16.765751 0.999766
16.865250 1.000821
16.964750 0.998366
17.064251 1.002882
17.163750 1.002245
17.263250 1.005106
17.362751 0.999566
17.462250 1.003107
17.561750 0.999066
17.661251 1.002611
17.760750 1.002325
17.860249 1.001867
17.959751 1.001736
18.059250 0.999969
18.158749 1.000652
18.258251 0.998998
18.357750 1.000108
18.457249 1.000290
18.556751 1.002561
18.656250 0.999307
18.755749 1.001642
18.855251 0.999959
18.954750 0.998553
19.054249 1.001904
19.153751 0.998367
19.253250 0.998493
19.352749 0.999101
19.452251 0.996085
19.551750 0.998631
19.651249 1.000179
19.750751 0.999461
19.850250 1.000209
